u,v,strength,dist_km
26163563600,26163564000,1.7871080453550876,
26115830500,26161455000,1.785803632874085,
26099226400,26125161300,1.785658408464914,
26163545100,26163579900,1.7854862871127908,
26163558400,26163562600,1.7850674102894402,
26099221100,26163509000,1.7839270309817623,
26115830100,26163517200,1.7837632273479895,
26125160900,26147655100,1.783382696826753,
26099221800,26125981200,1.7832968196792964,
26099262300,26125192700,1.7820963299904589,
26163576500,26163590401,1.7818206995202837,
26161403500,26163517200,1.781317808655415,
26125142300,26163564402,1.7813130973401634,
26099256200,26125183000,1.78050407940225,
26125161500,26163564300,1.7802553209309186,
26125168400,26163573600,1.7797019872816189,
26163557901,26163578500,1.779541365496936,
26125150700,26125194200,1.77940942178683,
26125154500,26147629000,1.779033340970431,
26125167300,26125167800,1.7785030114065048,
26099240000,26163572700,1.7781314640333592,
26147635000,26147651200,1.7775246122321702,
26163501600,26163552200,1.7771721063553505,
26099982300,26163516400,1.7763187434354657,
26163578000,26163983400,1.776205650629263,
26099982300,26163500200,1.7761122624210703,
26163520800,26163581500,1.7758363290242944,
26125122200,26125123100,1.7755517498952325,
26125127500,26125145400,1.7754992241535554,
26125170200,26125981400,1.774654751450235,
26163561600,26163576100,1.7746020086568697,
26163583200,26163595201,1.7737357606797794,
26125138100,26147631100,1.7728388551093028,
26161415600,26163565700,1.772434865955582,
26125134800,26163564300,1.7723211185248302,
26125127300,26125194600,1.772237802456668,
26115830300,26147631600,1.7719730938541685,
26163517500,26163983903,1.771871964528438,
26163551700,26163985200,1.771715609538631,
26093740300,26093740700,1.7716210854325012,
26125136800,26161465002,1.77072891399598,
26093740700,26161400100,1.77007131162019,
26093744200,26163526000,1.770055366813947,
26125136602,26163557400,1.7695661662468922,
26163557901,26163583101,1.768999648056921,
26161402300,26161456000,1.768912172049055,
26161405600,26161454001,1.7686994973983348,
26125162300,26125170400,1.7685648670629417,
26125139400,26163556100,1.7683233894582138,
26099242500,26147630400,1.768081429002819,
26099255700,26099261100,1.7677325569749385,
26125133102,26163543100,1.767341959671061,
26099226700,26125184200,1.766985335938184,
26099232400,26147628000,1.7660868942355776,
26163557500,26163563300,1.7659591775014802,
26125160900,26161403200,1.7658755690070371,
26163520200,26163565100,1.7652223500988111,
26125144200,26125150800,1.7651978726382784,
26125159000,26163552400,1.7646332047040711,
26115833100,26163985400,1.7640293532379716,
26125136602,26163562900,1.7639593081024447,
26125127500,26125142100,1.7639118704111956,
26125133102,26163565301,1.7636346990212908,
26125160400,26163540100,1.7631398206333389,
26099232200,26125193700,1.7629017762340244,
26125157200,26163557901,1.762675205162949,
26099254100,26161425000,1.76208845688553,
26163545500,26163567300,1.761660061693891,
26161456000,26163533900,1.7616431454003696,
26115831500,26125193100,1.7605629168872503,
26099225900,26125191200,1.7603708263132485,
26163520800,26163552801,1.7596407780439731,
26125135100,26125144400,1.7594530114606073,
26115833500,26161415400,1.759324519492666,
26125981500,26161980300,1.7590304745045289,
26125183500,26161413402,1.7587388428795263,
26125150100,26125160500,1.7584454347013243,
26125132600,26161405200,1.758378708015912,
26093742403,26163563400,1.7583614034235333,
26125144900,26147989000,1.7575628580548346,
26099256800,26163517200,1.7571432056184555,
26115830600,26115832900,1.7567165384901515,
26163539500,26163591502,1.756579890971912,
26147630100,26163583800,1.7565356155495653,
26099982300,26147635000,1.7565194530383894,
26099242100,26163505800,1.7564214157125349,
26099240300,26099242500,1.7554568945588225,
26161412000,26163567400,1.7554470961176465,
26125171400,26163557200,1.7553402879026652,
26125150100,26125184600,1.7551738386234856,
26163577000,26163591502,1.7550040419171535,
26125136602,26161413200,1.7548157321929003,
26125142300,26125197702,1.7547438359788543,
26125125600,26125136101,1.7543853878124658,
26099241200,26147629000,1.7540303793508485,
26147624000,26163568200,1.7539154002405846,
26125134500,26125156400,1.753865150845907,
26147637200,26163563500,1.7534887917757955,
26099223402,26163579700,1.7530848048290857,
26099982300,26163554100,1.752974273391395,
26161400100,26163566600,1.75273848924289,
26125180000,26147631100,1.752173977653442,
26161446200,26163564600,1.7520868283932178,
26115832500,26115833700,1.7518893888676157,
26115830200,26125144200,1.7518874015308146,
26161405400,26161412600,1.751623881623801,
26163557600,26163573600,1.751358748003824,
26163558000,26163563300,1.7508934016728157,
26125196400,26163561700,1.7501388560160265,
26099228000,26099268200,1.7497117686910482,
26099254100,26161454001,1.7496648452816583,
26163501600,26163580600,1.749347439874571,
26099215500,26161423600,1.7492150437724887,
26093741100,26161444000,1.7490678033918512,
26163517500,26163539100,1.748872893192076,
26125194300,26147989000,1.7478083442301455,
26125121400,26163566700,1.747667527238913,
26093740800,26093743700,1.7475533074206786,
26115832500,26163592000,1.7463841229775108,
26125168400,26163510600,1.7463396382483678,
26099232301,26125167000,1.745842116557594,
26125154500,26147626001,1.7454218730398028,
26163545500,26163981901,1.7453178976778705,
26099254100,26163520200,1.7452258941721683,
26163584700,26163591800,1.7443392416094696,
26161402201,26163580400,1.7435084275831043,
26125162200,26163535800,1.7427858369225246,
26163533900,26163550900,1.7427798618174473,
26125181600,26163533900,1.742512105256301,
26161413403,26161447000,1.7424396270157156,
26099231800,26099251500,1.742038829465258,
26099245300,26125193400,1.741302290234067,
26099250400,26099250700,1.7410817255761253,
26125166100,26163562400,1.7409238443935515,
26099221800,26099223802,1.7405501748930896,
26125196800,26163551600,1.7405191196043563,
26163523200,26163590500,1.7397138254093776,
26163558400,26163566500,1.7392621473993424,
26093710300,26093713700,1.738883557179428,
26161421100,26161980200,1.7388054280871057,
26125124000,26163565100,1.7387601319013952,
26125150000,26125173600,1.7386360941900167,
26093724001,26125124000,1.7383111829256466,
26093741100,26125125600,1.737982731183339,
26099206700,26147630400,1.737657057374024,
26163557901,26163568400,1.7369223505492262,
26125150100,26125192700,1.7360605207833637,
26093721100,26125168400,1.735862003658472,
26099243502,26147637100,1.7358558430061404,
26125150000,26125160800,1.7357950692815454,
26099225200,26125196000,1.7357937095479987,
26147630100,26147652100,1.7352354053858048,
26161413200,26161448000,1.7350946414916228,
26099245200,26125193400,1.7344708775560074,
26125138302,26163571500,1.734237350069548,
26163576400,26163591501,1.733614725241421,
26161426002,26163561700,1.7327231840695867,
26125197400,26161980102,1.7322118771423431,
26099258600,26163985100,1.731410142782682,
26125144800,26125167500,1.7311713627148555,
26163586300,26163593301,1.7298209412068142,
26099982300,26163505200,1.7294231440654448,
26099262300,26163533900,1.7286719431389768,
26099982200,26163507200,1.7285117022805851,
26125136300,26163560202,1.7284667602845596,
26099222500,26147652600,1.7282628482529612,
26161422201,26163594401,1.7277735153874612,
26125156900,26125171500,1.7276316952026392,
26125138302,26163561200,1.7275009038039972,
26125162200,26163510600,1.7272161140760065,
26125197300,26163550400,1.7268290074731885,
26125181100,26125184100,1.726691436090296,
26099982300,26163534200,1.7264674643954987,
26099231800,26125161300,1.7259922413505249,
26161411900,26163983903,1.725949515438351,
26163572000,26163573000,1.7256949839884983,
26125126500,26147642000,1.725613612906686,
26125161600,26163524300,1.725398631855891,
26125197701,26163506900,1.724888845203251,
26125162000,26125183500,1.7247800357427372,
26163505700,26163552000,1.7247506641778818,
26161404500,26163588101,1.7245585326106077,
26161447000,26163562800,1.724486941742443,
26125183800,26125196100,1.7241243990433135,
26125130200,26125135100,1.72371273256216,
26115831600,26163590500,1.723665997611765,
26115830801,26147642000,1.7234464978308033,
26163564600,26163572100,1.723397740697673,
26147632000,26147640200,1.72338145743441,
26125183500,26161465002,1.723055867953128,
26099256600,26099982300,1.7227553802494688,
26163536700,26163558301,1.72273020684754,
26099232100,26099263400,1.7226695324424708,
26099226101,26099241600,1.7217881495484173,
26163559200,26163981800,1.7217662883310332,
26093741100,26161415600,1.7209699338227984,
26125141300,26125196000,1.7206905063176854,
26161412000,26163554600,1.720071847703765,
26161411000,26161444000,1.7198339116000363,
26099226700,26163574301,1.719620571642405,
26099222105,26099227000,1.7194868339955398,
26093742403,26125142300,1.7190161761983354,
26163565001,26163983301,1.7185245420788609,
26163557600,26163562400,1.7182692574341607,
26125167800,26163558100,1.718163439504103,
26163564000,26163564401,1.7180249200130508,
26163580100,26163584400,1.7176324593711547,
26163520800,26163524200,1.7163090584050358,
26125133102,26161411900,1.716212247667201,
26115832200,26163556500,1.7160502848300925,
26099206700,26099242500,1.715525094241834,
26163500700,26163520200,1.7146083151699547,
26099232400,26125159000,1.7143345758522166,
26099226700,26125156000,1.713743121713538,
26093724001,26161405600,1.713680424289325,
26163566700,26163573501,1.7126848173029332,
26125142400,26125197701,1.7126685317331232,
26099225200,26161980102,1.7126115675233684,
26099227000,26099263500,1.7125543536479555,
26163564200,26163584501,1.7123678121130357,
26125150500,26163552801,1.7118797720821874,
26099220004,26147650100,1.711767849525158,
26099254000,26125181600,1.7107869814791818,
26163511400,26163985700,1.7106308569420572,
26115830300,26163596100,1.7100993018406745,
26163519200,26163552000,1.7100339109759843,
26099263200,26163540100,1.709811657227728,
26163580600,26163581200,1.7092636437861377,
26147637200,26147655600,1.7091560634923078,
26099262100,26125183700,1.7087071055815035,
26125156300,26125173100,1.7085230727585137,
26161980102,26163520800,1.7082217626431102,
26163541100,26163556500,1.7081637687547129,
26161403500,26163558301,1.708103045803456,
26163558400,26163562900,1.7080995109912815,
26099982300,26163565600,1.7074758309325202,
26125165200,26163556300,1.7073358446107645,
26115832900,26161400100,1.707075659783394,
26125132100,26163558400,1.7068376992440428,
26125145300,26125157400,1.706178915536172,
26093713300,26093722500,1.706143193771768,
26163558000,26163573400,1.7059793800056715,
26115832700,26163517200,1.7056880054747134,
26093740200,26163517200,1.7056381441223143,
26163511300,26163520700,1.7053078043973215,
26125981500,26163523400,1.7052583701488249,
26125130000,26125981300,1.705026649369363,
26161984000,26163562400,1.7048430535154735,
26099245200,26099247302,1.7047230431770215,
26099228000,26125196000,1.7044860644071065,
26125197702,26163537100,1.7042036425778035,
26093730600,26125139400,1.7036565756856006,
26161416200,26163562800,1.703595483043347,
26099260900,26163579900,1.703354513674707,
26147643000,26163577100,1.7030980319397668,
26163576400,26163583500,1.7017752888008455,
26099226700,26125144900,1.701679230663744,
26099250600,26163550400,1.7016299720227734,
26125133101,26163584501,1.7016135450163838,
26125183800,26125196300,1.7015990218680002,
26161414200,26163985400,1.7011312911683023,
26099254000,26125173500,1.7011043745278935,
26099232400,26125184500,1.7004379005937569,
26099252200,26163551100,1.699687091572501,
26099231800,26099232000,1.6995582749206457,
26163511900,26163552100,1.6995077775790874,
26115832200,26163599001,1.6994491913047154,
26125136602,26161404400,1.6988882123212516,
26099256000,26147646000,1.6983155938141077,
26093724001,26161466000,1.6980668992698282,
26099263200,26163564504,1.6977706198033606,
26163564504,26163983301,1.697230233054437,
26125181001,26125193100,1.697172420785226,
26099254100,26125197300,1.6966240597230828,
26125129000,26125168400,1.6964049478856862,
26161413200,26163566500,1.6959175437372225,
26163566500,26163981901,1.695276845619986,
26125134800,26125196100,1.6952117499178772,
26125173400,26163511200,1.6950893821101225,
26099230800,26099240400,1.6945946341075842,
26125192200,26163505800,1.6944352348089875,
26099214500,26099263200,1.694277916173196,
26161461000,26163584501,1.694033627501537,
26163582000,26163985100,1.6938612263609136,
26125196500,26125981400,1.6937270855187263,
26099230300,26125196100,1.6935387455180555,
26099225800,26147651200,1.693079045092008,
26147631600,26147658100,1.692964734054463,
26125158200,26125181600,1.692581628547003,
26147648000,26163517200,1.692011106593312,
26147651200,26163517200,1.692008750526473,
26099268400,26163550200,1.691810170272522,
26099230902,26163505800,1.6914455304323244,
26099251600,26161410600,1.69143746970148,
26163562400,26163574900,1.690762538678262,
26093740800,26125133003,1.6904225511250233,
26125150800,26163561200,1.6901503897308283,
26093740600,26125131300,1.6899784245729947,
26125160300,26125168700,1.6898760516223414,
26163571800,26163981800,1.689862781550842,
26099255500,26099262400,1.6894645208875383,
26163583900,26163585600,1.6892970322478589,
26163520800,26163526300,1.688783556009184,
26125197702,26147623000,1.687986285462395,
26163564501,26163564504,1.687831742743503,
26093740200,26161415400,1.6874315006206562,
26125162200,26163564600,1.6873990560618992,
26161456000,26163563900,1.6873097997601754,
26163554100,26163560300,1.687205895292312,
26163554500,26163981800,1.6866311396991616,
26163520200,26163566700,1.6863955545498113,
26125161600,26125165000,1.686152994335803,
26115833100,26125133101,1.6856830619182217,
26115831202,26115832700,1.6852833413718118,
26163567800,26163572100,1.6850560277352111,
26125133102,26125190200,1.6847137587173255,
26161403500,26163586201,1.6842949693273188,
26125124500,26125131400,1.6837752136097863,
26099226700,26125197300,1.6835657684461736,
26163584600,26163588200,1.6834720525348996,
26099240000,26161410300,1.683365186952973,
26099241200,26099251300,1.6833100795726663,
26163569500,26163585500,1.6830242627660974,
26115831400,26115833900,1.6829364176560078,
26125132600,26125181001,1.6824004723564538,
26099206700,26125192200,1.6822514385622394,
26163520700,26163591502,1.6820803163139924,
26093711000,26093721100,1.6819351260734878,
26161405400,26163558301,1.6814770523184246,
26093740600,26093743400,1.681406172925594,
26163588400,26163589402,1.681234399013977,
26163580800,26163581101,1.681189656523964,
26163568900,26163583200,1.6809337114407368,
26125142200,26125142400,1.6806619791968511,
26161412000,26163985400,1.6805600900572284,
26125140800,26163522800,1.6804607772643658,
26163558700,26163564000,1.6803991415637674,
26125134600,26125160400,1.6802694322118392,
26125142700,26125196200,1.680229214488407,
26125162000,26163557000,1.6794535598410707,
26161414000,26163507000,1.6791409083432525,
26163561600,26163564200,1.678830381405879,
26099224500,26125196600,1.6787303978132162,
26099220003,26163564402,1.6782201053272914,
26125196100,26147642000,1.677771662649453,
26163562800,26163569800,1.6774142127328662,
26099230501,26125194000,1.6772223874436778,
26125127500,26125150300,1.6771382191534054,
26125144500,26125168400,1.6770531727907918,
26099260800,26125150100,1.6769090563798166,
26161402601,26161455000,1.6768108787867848,
26093740700,26093742202,1.676761872596258,
26163564100,26163564900,1.6766499955404393,
26115830200,26163579200,1.6765737309922002,
26125152600,26125165000,1.6765688113851231,
26163564600,26163588400,1.6765021867935117,
26099222103,26125136601,1.6761801072439122,
26099245300,26099261300,1.6760625725345322,
26125162000,26125193000,1.6757803002910296,
26161423600,26163537600,1.675214400179769,
26163569900,26163573800,1.67519485682028,
26161412300,26163563900,1.6751358896029132,
26161416200,26161431000,1.6750969793747896,
26147650100,26163552000,1.6750546187632027,
26125132600,26125134700,1.6746613753386217,
26163581900,26163591502,1.674656996669273,
26125162000,26163527900,1.6745648317414188,
26163561600,26163563500,1.6742933144604608,
26099224202,26099982300,1.674136532924246,
26163509100,26163552000,1.673907444598454,
26125167000,26163580600,1.6738966602446357,
26125161700,26163568700,1.6733021999607232,
26125127500,26125134400,1.6732592464560874,
26163571500,26163575000,1.673186391447588,
26099215201,26099227000,1.6731524738792356,
26163574203,26163575100,1.6728981238694065,
26163557901,26163558500,1.6721546614760745,
26163539500,26163573800,1.6718041401153356,
26099262200,26125196100,1.6717706997037955,
26099251000,26099263200,1.6715680169678662,
26115831202,26163982900,1.6714107865693306,
26093740300,26161423400,1.6712197993677689,
26125157500,26125165100,1.6708688622675203,
26099215202,26099225900,1.6705423350509454,
26093725101,26125167500,1.670425054427771,
26093724001,26125132100,1.6701945799413287,
26125160000,26125198100,1.670107513043336,
26125138600,26125162500,1.6700310128121982,
26163590600,26163983902,1.6699772474519832,
26099218001,26163505800,1.669893564590346,
26125197701,26161402201,1.6696969750066608,
26099232200,26161405300,1.669584486493826,
26099231400,26099262200,1.669582806885716,
26161403200,26161431000,1.6693345138015938,
26099226101,26099230902,1.6689995233347472,
26125154500,26125166600,1.6688311455363,
26125142600,26125190200,1.6686471845711284,
26125134000,26163983301,1.668618849260194,
26125130600,26125135100,1.6686126289969632,
26125157600,26125168400,1.6683026671086412,
26093725000,26163561600,1.668243631983793,
26161406000,26163554800,1.6682294327333005,
26115830900,26163517200,1.6681035813991365,
26161423400,26161980300,1.667981189603536,
26163564800,26163588102,1.6677130938492255,
26115830200,26163585800,1.6676516346079646,
26099215202,26125168700,1.667558404535312,
26161402500,26161402601,1.6675057210102904,
26125126300,26125127000,1.667066591147048,
26125141001,26125192200,1.6668802848098632,
26099262200,26161410600,1.6668547720037776,
26163524101,26163532600,1.666620460325897,
26161980300,26163585600,1.6664272643601683,
26125139400,26125197500,1.666426475487488,
26161400700,26163562600,1.666401190586349,
26125138100,26161400100,1.666341610864274,
26125137102,26163559100,1.6661410496781028,
