geoid,lat,lon
26161410900,42.24889,-83.6056836
26161411000,42.2494216,-83.6176232
26161411200,42.2569473,-83.620159
26161411700,42.227353,-83.5892561
26161411900,42.2497589,-83.5761813
26161412000,42.2403493,-83.5781477
26161412100,42.2577651,-83.5758288
26161412300,42.2317493,-83.5682528
26161412600,42.2177788,-83.5690668
26161412700,42.2136206,-83.592198
26161413000,42.2184744,-83.5632805
26161413200,42.1919976,-83.5572761
26161413401,42.1970184,-83.6016111
26161413402,42.1808084,-83.6009219
26161413403,42.1940339,-83.6399843
26161414000,42.2558554,-83.672659
26161414200,42.2489064,-83.6732012
26161414300,42.2399225,-83.676821
26161414500,42.2321253,-83.6706257
26161414700,42.2354635,-83.7536248
26161414900,42.2396505,-83.7714883
26161415200,42.2183889,-83.6749883
26161415400,42.2084055,-83.7155961
26161415600,42.1984755,-83.7475299
26161415800,42.2116099,-83.770778
26161416000,42.20813,-83.6726855
26161416200,42.1819895,-83.703847
26161420000,42.165238,-83.5941182
26161420200,42.1178929,-83.5918948
26161421100,42.0905586,-83.6834968
26161422201,42.1563875,-83.7324261
26161422202,42.1204707,-83.7096471
26161423400,42.1778793,-83.7767058
26161423600,42.1596421,-83.7800769
26161425000,42.2165771,-83.8094094
26161426001,42.1178813,-83.8414858
26161426002,42.2069626,-83.8509324
26161431000,42.1228996,-84.0729277
26161432000,42.1730985,-83.9954377
26161444000,42.3825491,-83.9406158
26161445000,42.3872604,-84.0768063
26161446200,42.3118273,-84.0259626
26161446400,42.3091361,-84.0116247
26161447000,42.2944043,-84.0795129
26161448000,42.2925947,-83.9455458
26161453000,42.3219402,-83.8157948
26161454001,42.3123584,-83.8637062
26161454002,42.3287728,-83.8801854
26161455000,42.2744673,-83.8650554
26161456000,42.2720976,-83.8123487
26161461000,42.3766795,-83.8582595
26161464000,42.3899612,-83.6066461
26161465001,42.4042118,-83.776485
26161465002,42.4174098,-83.7436763
26161466000,42.3796817,-83.7135992
26161980101,42.2764543,-83.7375396
26161980102,42.281937,-83.729153
26161980200,42.2216524,-83.7471608
26161980300,42.1746083,-83.6908793
26161980400,42.2915176,-83.7115159
26161980500,42.2504904,-83.6246461
26161980600,42.0937129,-83.6691637
26161984000,42.2348864,-83.5556652
26163500100,42.4442666,-82.9509616
26163500200,42.446107,-82.9633179
26163500300,42.4388723,-82.9656436
26163500400,42.4261558,-82.9793388
26163500500,42.4241342,-82.9679434
26163500600,42.431479,-82.9653175
26163500700,42.4296143,-82.9473354
26163500800,42.4246567,-82.9351961
26163500900,42.4223547,-82.9475915
26163501000,42.4187277,-82.9515643
26163501100,42.4128318,-82.9601613
26163501200,42.4114378,-82.9513106
26163501300,42.4033691,-82.9505464
26163501400,42.4091565,-82.9385211
26163501500,42.4183458,-82.9264929
26163501600,42.4129438,-82.9207135
26163501700,42.4042423,-82.9212936
26163501800,42.3983391,-82.9316723
26163501900,42.3952603,-82.9401
26163502000,42.3932939,-82.9469658
26163502600,42.3970225,-82.9707685
26163502700,42.3897423,-82.9606007
26163503100,42.446139,-82.9778892
26163503200,42.4454982,-82.9953169
26163503300,42.4383158,-82.9950446
26163503400,42.4389974,-82.9801546
26163503500,42.4312541,-82.992264
26163503600,42.4249818,-82.9967805
26163503900,42.4134536,-82.9873463
26163504000,42.4169793,-82.9776759
26163504100,42.4153882,-82.9679696
26163504200,42.4081536,-82.9717594
26163504300,42.4055763,-82.9803156
26163504400,42.403086,-82.9892904
26163505100,42.4403142,-83.0180824
26163505200,42.413801,-83.0035037
26163505400,42.4186463,-82.9937654
26163505600,42.4297157,-83.0119004
26163505700,42.4023635,-83.0106139
26163505800,42.4001418,-83.0316007
26163506100,42.4445674,-83.0320133
26163506200,42.4374798,-83.031691
26163506300,42.4265855,-83.031318
26163506400,42.4225998,-83.0523162
26163506500,42.429876,-83.0459797
26163506600,42.4370474,-83.04852
26163506700,42.4441868,-83.046581
26163506800,42.4438513,-83.0676404
26163506900,42.4368143,-83.0671656
26163507000,42.4296948,-83.0621938
26163507100,42.4277494,-83.0763573
26163507200,42.4209194,-83.073764
26163507300,42.4262623,-83.0877401
26163507400,42.4362144,-83.0856365
26163507500,42.4432547,-83.0881318
26163508000,42.4392774,-83.1131943
26163508100,42.440894,-83.1014824
26163509000,42.4252927,-83.1013959
26163509100,42.4123876,-83.0723817
26163510600,42.4074065,-83.0465471
26163511200,42.3762752,-83.0658891
26163511300,42.4154477,-83.0497684
26163511400,42.3900741,-83.0776625
26163511900,42.3735241,-83.0718813
26163512800,42.3786648,-82.9531421
26163513200,42.3679737,-82.9383495
26163513300,42.3582553,-82.9411858
26163513700,42.35798,-82.9612866
26163513800,42.3648857,-82.9856347
26163513900,42.3722151,-82.9837943
26163514100,42.3798303,-82.9893988
26163514200,42.3817139,-83.0084252
26163514300,42.3888617,-82.9934056
26163514500,42.375316,-82.9999028
26163515200,42.3616626,-83.0056672
26163515300,42.3532901,-83.000551
26163515400,42.3609676,-82.9963793
26163515700,42.3530598,-82.9871415
26163516000,42.3714831,-83.009325
26163516400,42.3508558,-83.0096137
26163516500,42.3373711,-83.0153019
26163516600,42.3413645,-83.0201886
26163516700,42.3484065,-83.0209748
26163516800,42.3560005,-83.0254934
26163516900,42.3446894,-83.0301945
26163517000,42.3408565,-83.0360646
26163517100,42.3358286,-83.0330441
26163517200,42.3338393,-83.0390113
26163517300,42.3456895,-83.0505419
26163517500,42.3541327,-83.0560746
26163518000,42.3624987,-83.0613713
26163518900,42.3526051,-83.0435163
26163519000,42.3614292,-83.0345625
26163519100,42.3713834,-83.0400057
26163519200,42.3792326,-83.0215533
26163519300,42.3627136,-83.0169969
26163520200,42.3572483,-83.0697826
26163520300,42.349788,-83.0627334
26163520400,42.3481507,-83.0675934
26163520700,42.3347157,-83.0554514
26163520800,42.3254678,-83.0537969
26163521100,42.3204735,-83.0806902
26163521400,42.3305957,-83.0730278
26163521500,42.3368524,-83.0763994
26163521800,42.3461442,-83.0712517
26163521900,42.3504708,-83.0804327
26163522000,42.3435761,-83.0875927
26163522300,42.3565859,-83.096445
26163522400,42.3609674,-83.0833585
26163522500,42.3411352,-83.0606802
26163522800,42.3390849,-83.0974346
26163523100,42.3259469,-83.1024641
26163523200,42.3144562,-83.1042425
26163523300,42.317333,-83.0976
26163523400,42.319764,-83.0911775
26163523800,42.308321,-83.113873
26163524001,42.3134546,-83.1208841
26163524101,42.311365,-83.137332
26163524200,42.3070018,-83.1291089
26163524300,42.3001177,-83.1320379
26163524500,42.2873034,-83.1516022
26163524600,42.2958617,-83.1129672
26163524700,42.273726,-83.152749
26163524800,42.2630721,-83.1617526
26163525400,42.3391838,-83.1140246
26163525700,42.3271713,-83.1264272
26163525800,42.3332194,-83.1284291
26163525900,42.3313677,-83.1104128
26163526000,42.3259507,-83.1430005
26163526100,42.3335112,-83.1520926
26163526200,42.3373011,-83.1453348
26163526300,42.3390796,-83.1384768
26163526400,42.3405358,-83.1309829
26163526500,42.3481772,-83.1404328
26163527900,42.3492031,-83.1151167
26163530100,42.4095988,-83.1216518
26163530200,42.4110609,-83.1341923
26163530300,42.4007295,-83.1307451
26163530400,42.3909517,-83.1361282
26163530500,42.3844331,-83.134013
26163530800,42.3717409,-83.1339181
26163530900,42.375305,-83.1262756
26163531100,42.3748819,-83.1152689
26163531200,42.3788297,-83.1020097
26163531300,42.3833022,-83.1097921
26163531400,42.3803842,-83.1189728
26163531501,42.385655,-83.1242343
26163531502,42.3889727,-83.122688
26163531600,42.394153,-83.1282997
26163531700,42.3980116,-83.1171527
26163531800,42.3903871,-83.1146956
26163531900,42.3902305,-83.1062981
26163532100,42.3862563,-83.0915745
26163532400,42.3784502,-83.0840723
26163532600,42.3689496,-83.0885606
26163532700,42.3752477,-83.0927712
26163533000,42.3655268,-83.0976621
26163533100,42.3718956,-83.1019312
26163533200,42.3687113,-83.1111289
26163533300,42.3621943,-83.1067231
26163533400,42.3634864,-83.1190407
26163533600,42.3564277,-83.1215622
26163533800,42.359052,-83.1326543
26163533900,42.3685174,-83.0774348
26163534100,42.37506,-83.1423228
26163534200,42.3800972,-83.1559884
26163534300,42.3749304,-83.1627768
26163534400,42.3693259,-83.1588593
26163534700,42.3591263,-83.1538569
26163534800,42.3613623,-83.1446062
26163535000,42.3603974,-83.1762244
26163535100,42.369473,-83.1753524
26163535200,42.3784794,-83.175402
26163535300,42.3729075,-83.1899647
26163535600,42.355099,-83.1675688
26163535700,42.3624296,-83.1629486
26163535800,42.3582992,-83.1895969
26163536100,42.4134412,-83.1504213
26163536200,42.4127063,-83.1641142
26163536300,42.4061973,-83.1501123
26163536400,42.3989571,-83.14981
26163536500,42.3882723,-83.1442257
26163536600,42.3902228,-83.1586686
26163536700,42.3987581,-83.1643604
26163536800,42.4064903,-83.165885
26163536900,42.4129308,-83.1776478
26163537000,42.4057432,-83.1771291
26163537100,42.3979605,-83.176487
26163537200,42.3883037,-83.1758674
26163537300,42.3850094,-83.1918826
26163537500,42.4053507,-83.1917756
26163537600,42.412636,-83.1920648
26163537700,42.398097,-83.1914647
26163537800,42.3918934,-83.1876893
26163538100,42.4413341,-83.1269354
26163538200,42.4349431,-83.1297305
26163538300,42.426959,-83.1237435
26163538400,42.4244428,-83.1362307
26163538500,42.4206842,-83.1507627
26163538600,42.4278669,-83.1510894
26163538700,42.4240331,-83.1655643
26163538800,42.4350112,-83.1659257
26163538900,42.4350607,-83.1513465
26163539000,42.4423439,-83.1516011
26163539100,42.4421933,-83.1662919
26163539200,42.4418812,-83.1852055
26163539300,42.4348464,-83.1809085
26163539400,42.4258131,-83.1759425
26163539500,42.4198197,-83.1874311
26163539600,42.4267783,-83.1912708
26163539700,42.4346911,-83.1956884
26163540100,42.4409191,-83.2101788
26163540200,42.4338341,-83.2097037
26163540300,42.4266089,-83.2094015
26163540400,42.4193657,-83.2091493
26163540500,42.4237296,-83.2251159
26163540600,42.4224753,-83.233995
26163540700,42.4334136,-83.2291836
26163540800,42.4405769,-83.2294652
26163540900,42.4401121,-83.2489699
26163541000,42.4329511,-83.2487283
26163541100,42.4222559,-83.2439581
26163541200,42.422012,-83.2537031
26163541300,42.4215787,-83.2821395
26163541400,42.4247924,-83.2690447
26163541500,42.4362189,-83.2633513
26163541700,42.4361333,-83.2731759
26163541800,42.4356241,-83.282863
26163542100,42.4121495,-83.2089231
26163542200,42.4049237,-83.2086673
26163542300,42.3984078,-83.205418
26163542400,42.3908903,-83.2036174
26163542500,42.3928406,-83.2133211
26163542600,42.3829687,-83.2077387
26163542900,42.3988511,-83.2261444
26163543000,42.4068185,-83.225712
26163543100,42.4126607,-83.2283404
26163543200,42.4112995,-83.2475927
26163543300,42.3853967,-83.2258694
26163543400,42.4015679,-83.2374736
26163543500,42.4040427,-83.2498756
26163543700,42.3893861,-83.2386522
26163543900,42.3818819,-83.2494226
26163544000,42.3823955,-83.2671874
26163544100,42.3929346,-83.2685039
26163544200,42.4073688,-83.26197
26163544300,42.4086903,-83.2749743
26163544800,42.3936977,-83.252266
26163545100,42.3757243,-83.2071726
26163545200,42.3688219,-83.2070128
26163545500,42.3471357,-83.206309
26163545600,42.3398996,-83.2061429
26163545700,42.3328249,-83.2242509
26163545800,42.3396079,-83.2269422
26163545900,42.3468702,-83.2258371
26163546000,42.3540965,-83.226144
26163546100,42.3508568,-83.2405854
26163546201,42.3474211,-83.2602262
26163546301,42.3690251,-83.2638106
26163546600,42.3610566,-83.2415451
26163546700,42.3613063,-83.226246
26163547000,42.3718007,-83.2412514
26163547100,42.3717249,-83.2265775
26163547200,42.357954,-83.2067513
26163550100,42.3681684,-82.9238084
26163550200,42.3828173,-82.9371196
26163550300,42.3862364,-82.9242029
26163550400,42.3840618,-82.9123138
26163550500,42.389501,-82.9071822
26163550600,42.3947515,-82.8905015
26163550700,42.4061484,-82.9045986
26163550800,42.4169429,-82.8975897
26163550900,42.4342045,-82.8771963
26163551100,42.4316457,-82.8970265
26163551200,42.4317539,-82.9126087
26163551300,42.4354097,-82.9181854
26163551400,42.4454137,-82.9295237
26163551500,42.4369283,-82.9327258
26163551600,42.4340414,-82.9400762
26163551700,42.4455794,-82.8873893
26163551800,42.4468532,-82.9023913
26163552000,42.4043824,-83.0584877
26163552100,42.4009396,-83.0679413
26163552200,42.3946755,-83.0632685
26163552300,42.3980776,-83.0542167
26163552400,42.3990005,-83.0463943
26163552801,42.3897212,-83.0541857
26163553000,42.4117403,-83.0933571
26163553100,42.4132901,-83.1084779
26163553200,42.4114731,-83.1151475
26163553601,42.3998946,-83.0876173
26163553800,42.3965425,-83.0966082
26163554100,42.4375474,-83.2984544
26163554200,42.4321158,-83.3071022
26163554300,42.4208059,-83.306328
26163554400,42.4212882,-83.2918852
26163554500,42.4057462,-83.2877287
26163554600,42.4063569,-83.3057437
26163554700,42.3921485,-83.3043035
26163554800,42.3925358,-83.2855286
26163554900,42.3814857,-83.2947792
26163555100,42.3703298,-83.3042134
26163555300,42.3710291,-83.2851209
26163555401,42.3651322,-83.2705281
26163555500,42.3602197,-83.2847527
26163555600,42.3594547,-83.3037927
26163556100,42.4345918,-83.3264063
26163556200,42.4340683,-83.3459836
26163556300,42.4336007,-83.3654401
26163556400,42.4338543,-83.3990684
26163556500,42.4235314,-83.4237379
26163556600,42.4182116,-83.403926
26163556700,42.4198087,-83.3831813
26163556800,42.4191245,-83.3648221
26163556900,42.4195952,-83.3452753
26163557000,42.4243877,-83.3257127
26163557100,42.4056212,-83.3250478
26163557200,42.4051332,-83.3446237
26163557300,42.4046813,-83.3641519
26163557400,42.4043896,-83.3833038
26163557500,42.4037032,-83.4028626
26163557600,42.4033658,-83.4226374
26163557700,42.389439,-83.4213874
26163557901,42.3896547,-83.3879329
26163558000,42.390163,-83.3635099
26163558100,42.3905912,-83.3439059
26163558200,42.3930483,-83.3294978
26163558301,42.3763472,-83.3633939
26163558400,42.3621073,-83.4233168
26163558500,42.3590827,-83.3961913
26163558600,42.3610288,-83.3767565
26163558700,42.3648211,-83.3622183
26163558800,42.3576134,-83.3617234
26163558900,42.3652248,-83.3426471
26163559000,42.3580136,-83.3421814
26163559100,42.3658176,-83.323082
26163559200,42.3585733,-83.3227459
26163559800,42.4011375,-83.1039808
26163560100,42.4303346,-83.4872315
26163560201,42.4337328,-83.4668345
26163560202,42.4321695,-83.4435371
26163560300,42.4234539,-83.4704646
26163560400,42.4020853,-83.4505978
26163561200,42.4144833,-83.533089
26163561301,42.4205727,-83.4982897
26163561302,42.4025241,-83.490446
26163561600,42.3859933,-83.4468767
26163561700,42.3905785,-83.5166474
26163561900,42.3640905,-83.5243595
26163562300,42.375478,-83.4982039
26163562400,42.359806,-83.4930025
26163562500,42.3746761,-83.4575209
26163562600,42.3759865,-83.4740391
26163562700,42.3643642,-83.4703328
26163562800,42.3651425,-83.4446301
26163562900,42.3554706,-83.4546425
26163563200,42.3464456,-83.4349691
26163563300,42.3463812,-83.4561688
26163563400,42.3440111,-83.4790429
26163563500,42.3360477,-83.4982672
26163563600,42.329366,-83.4834182
26163563700,42.3258887,-83.4683694
26163563800,42.3331012,-83.4691377
26163563900,42.3294805,-83.4518768
26163564000,42.3248823,-83.436136
26163564100,42.3156178,-83.4507552
26163564200,42.3186693,-83.4733574
26163564300,42.3114527,-83.4725101
26163564401,42.3361363,-83.5249929
26163564402,42.3138056,-83.5167746
26163564501,42.2992768,-83.5249573
26163564502,42.2962895,-83.4962104
26163564503,42.275018,-83.4957181
26163564504,42.2793753,-83.5248735
26163564600,42.3004631,-83.4721801
26163564700,42.3012066,-83.4503692
26163564800,42.2845378,-83.465936
26163564900,42.2720372,-83.455699
26163565001,42.2919005,-83.4348117
26163565100,42.3210025,-83.4185407
26163565200,42.3428802,-83.4241663
26163565301,42.344609,-83.3914025
26163565302,42.3468985,-83.4043731
26163565600,42.3050505,-83.4182778
26163565700,42.2942763,-83.4173886
26163565800,42.3029594,-83.3567839
26163565900,42.3038382,-83.3688345
26163566400,42.2851232,-83.3656947
26163566500,42.2829748,-83.3884912
26163566600,42.2835177,-83.4129407
26163566700,42.2698491,-83.4128156
26163566800,42.2737472,-83.3702908
26163566900,42.2752688,-83.3554407
26163567000,42.2730855,-83.3326751
26163567100,42.347623,-83.3222341
26163567201,42.3507496,-83.3417737
26163567202,42.341796,-83.3423567
26163567300,42.347193,-83.3599795
26163567400,42.3452764,-83.3769069
26163567800,42.3315898,-83.3759669
26163567900,42.3168389,-83.3822658
26163568000,42.3170089,-83.3986505
26163568200,42.3025156,-83.3981172
26163568300,42.2917921,-83.3927428
26163568400,42.3024395,-83.3806602
26163568500,42.2923991,-83.3636124
26163568700,42.2982018,-83.3455155
26163568800,42.3352261,-83.3927929
26163568900,42.3292885,-83.3996366
26163569100,42.3367163,-83.3216202
26163569200,42.3295204,-83.321449
26163569300,42.3316259,-83.3398461
26163569400,42.3322478,-83.3579199
26163569500,42.3213185,-83.3640835
26163569600,42.3141309,-83.3620249
26163569700,42.318213,-83.3403388
26163569800,42.3213819,-83.3210237
26163569900,42.314166,-83.3208004
26163570100,42.3026741,-83.2957389
26163570200,42.3036706,-83.3098851
26163570400,42.3003833,-83.3203381
26163570500,42.2988864,-83.3347185
26163570600,42.2809379,-83.3337784
26163570800,42.2823352,-83.3189716
26163570900,42.2836847,-83.304647
26163571000,42.2845916,-83.2949007
26163571500,42.3318583,-83.2465698
26163571600,42.3351459,-83.2659352
26163571700,42.3492051,-83.2692857
26163571800,42.352236,-83.2831267
26163571900,42.3482826,-83.3028468
26163572000,42.3447235,-83.284022
26163572100,42.3340109,-83.2825955
26163572200,42.3336052,-83.3021224
26163572400,42.2966867,-83.2881141
26163572500,42.2715015,-83.3018809
26163572600,42.2752024,-83.2800521
26163572700,42.2756352,-83.2606068
26163572800,42.2760445,-83.2411841
26163572900,42.2758916,-83.2263213
26163573000,42.3227959,-83.2991487
26163573100,42.3155367,-83.2987707
26163573300,42.3318886,-83.1844161
26163573400,42.3235671,-83.1907195
26163573501,42.3111652,-83.1519628
26163573600,42.3423607,-83.158773
26163573701,42.3485705,-83.1713288
26163573702,42.338738,-83.1717259
26163573800,42.345481,-83.1849702
26163573900,42.3386096,-83.189124
26163574000,42.3256057,-83.1772078
26163574100,42.3182406,-83.1777373
26163574203,42.3077302,-83.2018789
26163574301,42.3223366,-83.199604
26163574600,42.3195939,-83.2654184
26163574700,42.3196209,-83.2794175
26163574800,42.3073336,-83.2747854
26163574900,42.3054338,-83.2576635
26163575000,42.2987557,-83.250134
26163575100,42.2942944,-83.2628692
26163575200,42.2889308,-83.2779706
26163575300,42.2864656,-83.2610823
26163575401,42.2870145,-83.2415444
26163575500,42.285043,-83.2231464
26163575600,42.2920593,-83.213506
26163576001,42.2731409,-83.2146925
26163576100,42.2659748,-83.2032602
26163576200,42.2622096,-83.2246738
26163576300,42.2511428,-83.2258438
26163576400,42.2502527,-83.2164356
26163576500,42.2504803,-83.2058936
26163576600,42.2340803,-83.2086055
26163576700,42.2349913,-83.2233008
26163577000,42.2522226,-83.1670939
26163577100,42.2575758,-83.1759449
26163577200,42.2615371,-83.1850011
26163577300,42.2481549,-83.1957634
26163577400,42.244786,-83.1867713
26163577500,42.2428444,-83.1748836
26163577600,42.2389653,-83.1656375
26163577700,42.2323952,-83.1747378
26163577800,42.2341045,-83.1909896
26163577900,42.2248042,-83.1907984
26163578000,42.2259754,-83.1726377
26163578500,42.2868253,-83.1758111
26163578600,42.2757479,-83.1777415
26163579100,42.2759109,-83.1316707
26163579200,42.2671682,-83.1345473
26163579300,42.2696193,-83.1436539
26163579501,42.2571615,-83.1406696
26163579600,42.2566755,-83.1515705
26163579700,42.2425758,-83.154562
26163579800,42.2449992,-83.1448716
26163579900,42.3201738,-83.2373533
26163580100,42.2204483,-83.1340611
26163580200,42.2286674,-83.1592921
26163580300,42.2189459,-83.1622112
26163580400,42.2180274,-83.1741195
26163580500,42.2066396,-83.1756887
26163580600,42.2074419,-83.1658005
26163580700,42.2058658,-83.1492673
26163580800,42.19308,-83.1568415
26163580900,42.1927744,-83.1724517
26163581101,42.2079562,-83.2160579
26163581200,42.1916243,-83.218721
26163581500,42.2173952,-83.1873784
26163581600,42.2199188,-83.2138155
26163581800,42.204253,-83.1985341
26163581900,42.2065714,-83.1869116
26163582000,42.1923498,-83.1863315
26163582100,42.191747,-83.2008596
26163583001,42.2674067,-83.2581156
26163583101,42.2650427,-83.2916969
26163583200,42.2556298,-83.2858046
26163583300,42.2527976,-83.2591593
26163583400,42.2553479,-83.240133
26163583500,42.2454484,-83.240314
26163583600,42.2449011,-83.2597994
26163583700,42.2456856,-83.2868647
26163583800,42.2330335,-83.2884982
26163583900,42.2339128,-83.261847
26163584000,42.2365988,-83.2437627
26163584100,42.218336,-83.239994
26163584200,42.2194043,-83.2614451
26163584300,42.2163391,-83.2832664
26163584400,42.2020118,-83.291338
26163584501,42.20585,-83.2479417
26163584600,42.1933688,-83.2447741
26163584700,42.1901834,-83.2771622
26163584801,42.1925074,-83.3009734
26163584802,42.1878908,-83.2948068
26163585500,42.2547601,-83.3302937
26163585600,42.2597018,-83.3686907
26163585700,42.2422489,-83.3743229
26163585800,42.2446625,-83.4056615
26163585900,42.224785,-83.4002109
26163586201,42.2079201,-83.3223899
26163586300,42.1960241,-83.412671
26163587000,42.203556,-83.4838128
26163587900,42.244871,-83.4506784
26163588001,42.2272416,-83.4699417
26163588002,42.2276748,-83.4495526
26163588101,42.258654,-83.526475
26163588102,42.2338266,-83.4948906
26163588200,42.2145466,-83.5129886
26163588300,42.1920679,-83.5118653
26163588400,42.1979207,-83.4517363
26163589300,42.136205,-83.455383
26163589401,42.1599856,-83.5089191
26163589402,42.1186621,-83.5142196
26163590401,42.1174414,-83.3897507
26163590500,42.1606986,-83.3515782
26163590600,42.1297259,-83.3370596
26163591501,42.1778498,-83.2524866
26163591502,42.1641726,-83.2369276
26163591600,42.1687441,-83.2852311
26163591700,42.135756,-83.2873198
26163591800,42.1329826,-83.2646312
26163591900,42.0973728,-83.2321517
26163592000,42.0600376,-83.1989508
26163593001,42.1208637,-83.2223672
26163593200,42.1461813,-83.24923
26163593301,42.1259637,-83.2533704
26163594000,42.1595591,-83.176475
26163594100,42.1484717,-83.1972751
26163594200,42.1482018,-83.2117868
26163594300,42.1371981,-83.2055924
26163594401,42.1258463,-83.1909568
26163594500,42.1258547,-83.2090108
26163595000,42.1786745,-83.172902
26163595100,42.1795101,-83.2050803
26163595201,42.1628221,-83.1958079
26163596100,42.1014482,-83.1602786
26163596200,42.1464727,-83.143674
26163596300,42.167328,-83.1530725
26163597000,42.1054371,-83.2010178
26163598000,42.0703442,-83.2417456
26163599001,42.1056379,-83.2816655
26163599100,42.0865019,-83.2674239
26163981700,42.4030773,-83.079411
26163981800,42.3759766,-83.2692462
26163981901,42.2929227,-83.1956896
26163981902,42.2821424,-83.2047077
26163982000,42.1041578,-83.2498762
26163982101,42.147909,-83.2367744
26163982102,42.1341761,-83.2283971
26163982200,42.1626708,-83.211799
26163982301,42.1190085,-83.1857213
26163982302,42.1320182,-83.1796336
26163982400,42.2017312,-83.2532116
26163982500,42.2629988,-83.2466257
26163982600,42.2557444,-83.3030061
26163982700,42.2027383,-83.2114735
26163982900,42.1313573,-83.2439273
26163983100,42.2536019,-83.5087386
26163983200,42.2602902,-83.4335346
26163983301,42.3777611,-83.4229527
26163983302,42.3714301,-83.3955917
26163983400,42.3915374,-83.407413
26163983600,42.3189562,-83.1464076
26163983700,42.3097676,-83.1812715
26163983800,42.2999667,-83.2198983
26163983901,42.3129304,-83.2023859
26163983902,42.3206475,-83.2082016
26163983903,42.3326544,-83.205533
26163984100,42.2978126,-83.0970495
26163984200,42.3200109,-83.1203443
26163985000,42.3447553,-83.1270716
26163985100,42.380973,-83.0524956
26163985200,42.3785775,-82.9715216
26163985300,42.3203926,-83.0701382
26163985400,42.2135091,-83.3561154
26163985500,42.3413127,-82.9796058
26163985600,42.2731528,-83.114466
26163985700,42.3029123,-83.1632289
26163985800,42.3661393,-83.2508895
26163985900,42.3662552,-83.0526454
26163986100,42.1072973,-83.335048
26163986200,42.125967,-83.3625777
26163986300,42.1865362,-83.3683463
26163986400,42.1645688,-83.4116451
26163986501,42.2247892,-83.5198543
26163986502,42.2376157,-83.5255185
26163986600,42.389339,-83.0473072
26163987000,42.2486685,-83.1326462
