geoid,year,rho_H,rho_W,In,Out
17031060900,2020,0.0,0.0,0.0,1.0
17031061000,2020,0.0,0.0,0.0,2.0
17031061100,2020,0.0,0.0,0.0,1.0
17031061800,2020,0.0,0.0,0.0,1.0
17031061901,2020,0.0,0.0,0.0,3.0
17031061902,2020,0.0,0.0,0.0,4.0
17031062000,2020,0.0,0.0,0.0,4.0
17031062100,2020,0.0,0.0,0.0,2.0
17031062200,2020,0.0,0.0,0.0,5.0
17031062300,2020,0.0,0.0,0.0,3.0
17031062400,2020,0.0,0.0,0.0,1.0
17031062600,2020,0.0,0.0,0.0,1.0
17031062700,2020,0.0,0.0,0.0,5.0
17031062800,2020,0.0,0.0,0.0,2.0
17031062900,2020,0.0,0.0,0.0,4.0
17031063000,2020,0.0,0.0,0.0,5.0
17031063100,2020,0.0,0.0,0.0,1.0
17031063200,2020,0.0,0.0,0.0,14.0
17031063301,2020,0.0,0.0,0.0,4.0
17031063302,2020,0.0,0.0,0.0,3.0
17031063303,2020,0.0,0.0,0.0,3.0
17031063400,2020,0.0,0.0,0.0,3.0
17031070101,2020,0.0,0.0,0.0,6.0
17031070102,2020,0.0,0.0,0.0,1.0
17031070200,2020,0.0,0.0,0.0,2.0
17031070300,2020,0.0,0.0,0.0,1.0
17031070400,2020,0.0,0.0,0.0,1.0
17031070500,2020,0.0,0.0,0.0,5.0
17031070700,2020,0.0,0.0,0.0,3.0
17031071000,2020,0.0,0.0,0.0,1.0
17031071100,2020,0.0,0.0,0.0,3.0
17031071200,2020,0.0,0.0,0.0,3.0
17031071300,2020,0.0,0.0,0.0,1.0
17031071400,2020,0.0,0.0,0.0,6.0
17031071500,2020,0.0,0.0,0.0,8.0
17031071600,2020,0.0,0.0,0.0,3.0
17031071800,2020,0.0,0.0,0.0,6.0
17031080100,2020,0.0,0.0,0.0,4.0
17031080201,2020,0.0,0.0,0.0,5.0
17031080202,2020,0.0,0.0,0.0,4.0
17031080300,2020,0.0,0.0,0.0,5.0
17031080400,2020,0.0,0.0,0.0,2.0
17031081000,2020,0.0,0.0,0.0,8.0
17031081100,2020,0.0,0.0,0.0,2.0
17031081201,2020,0.0,0.0,0.0,6.0
17031081202,2020,0.0,0.0,0.0,1.0
17031081300,2020,0.0,0.0,0.0,8.0
17031081401,2020,0.0,0.0,0.0,2.0
17031081402,2020,0.0,0.0,0.0,6.0
17031081403,2020,0.0,0.0,0.0,4.0
17031081500,2020,0.0,0.0,0.0,7.0
17031081600,2020,0.0,0.0,0.0,4.0
17031081700,2020,0.0,0.0,0.0,7.0
17031081800,2020,0.0,0.0,0.0,9.0
17031090200,2020,0.0,0.0,0.0,3.0
17031100100,2020,0.0,0.0,0.0,2.0
17031100200,2020,0.0,0.0,0.0,1.0
17031100300,2020,0.0,0.0,0.0,2.0
17031100400,2020,0.0,0.0,0.0,5.0
17031100500,2020,0.0,0.0,0.0,5.0
17031100600,2020,0.0,0.0,0.0,4.0
17031100700,2020,0.0,0.0,0.0,4.0
17031110100,2020,0.0,0.0,0.0,7.0
17031110300,2020,0.0,0.0,0.0,5.0
17031110501,2020,0.0,0.0,0.0,4.0
17031110502,2020,0.0,0.0,0.0,1.0
17031120100,2020,0.0,0.0,0.0,3.0
17031120200,2020,0.0,0.0,0.0,3.0
17031120300,2020,0.0,0.0,0.0,6.0
17031120400,2020,0.0,0.0,0.0,1.0
17031130100,2020,0.0,0.0,0.0,3.0
17031130200,2020,0.0,0.0,0.0,2.0
17031130300,2020,0.0,0.0,0.0,2.0
17031140100,2020,0.0,0.0,0.0,4.0
17031140200,2020,0.0,0.0,0.0,1.0
17031140302,2020,0.0,0.0,0.0,1.0
17031140400,2020,0.0,0.0,0.0,2.0
17031140500,2020,0.0,0.0,0.0,1.0
17031140601,2020,0.0,0.0,0.0,3.0
17031140602,2020,0.0,0.0,0.0,2.0
17031140701,2020,0.0,0.0,0.0,1.0
17031140702,2020,0.0,0.0,0.0,6.0
17031140800,2020,0.0,0.0,0.0,4.0
17031150200,2020,0.0,0.0,0.0,5.0
17031150300,2020,0.0,0.0,0.0,5.0
17031150401,2020,0.0,0.0,0.0,3.0
17031150402,2020,0.0,0.0,0.0,1.0
17031150501,2020,0.0,0.0,0.0,2.0
17031150502,2020,0.0,0.0,0.0,3.0
17031150600,2020,0.0,0.0,0.0,1.0
17031150700,2020,0.0,0.0,0.0,5.0
17031150800,2020,0.0,0.0,0.0,3.0
17031151002,2020,0.0,0.0,0.0,1.0
17031151100,2020,0.0,0.0,0.0,3.0
17031151200,2020,0.0,0.0,0.0,1.0
17031160100,2020,0.0,0.0,0.0,3.0
17031160200,2020,0.0,0.0,0.0,4.0
17031160300,2020,0.0,0.0,0.0,2.0
17031160400,2020,0.0,0.0,0.0,5.0
17031160501,2020,0.0,0.0,0.0,3.0
17031160502,2020,0.0,0.0,0.0,1.0
17031160601,2020,0.0,0.0,0.0,1.0
17031160602,2020,0.0,0.0,0.0,1.0
17031160700,2020,0.0,0.0,0.0,5.0
17031160800,2020,0.0,0.0,0.0,3.0
17031160900,2020,0.0,0.0,0.0,1.0
17031161000,2020,0.0,0.0,0.0,3.0
17031161100,2020,0.0,0.0,0.0,2.0
17031161200,2020,0.0,0.0,0.0,2.0
17031161300,2020,0.0,0.0,0.0,2.0
17031170100,2020,0.0,0.0,0.0,1.0
17031170200,2020,0.0,0.0,0.0,2.0
17031170300,2020,0.0,0.0,0.0,5.0
17031170400,2020,0.0,0.0,0.0,3.0
17031170500,2020,0.0,0.0,0.0,1.0
17031170600,2020,0.0,0.0,0.0,2.0
17031170700,2020,0.0,0.0,0.0,2.0
17031170800,2020,0.0,0.0,0.0,1.0
17031171000,2020,0.0,0.0,0.0,2.0
17031171100,2020,0.0,0.0,0.0,6.0
17031180100,2020,0.0,0.0,0.0,4.0
17031190100,2020,0.0,0.0,0.0,1.0
17031190200,2020,0.0,0.0,0.0,1.0
17031190300,2020,0.0,0.0,0.0,1.0
17031190401,2020,0.0,0.0,0.0,3.0
17031190402,2020,0.0,0.0,0.0,3.0
17031190601,2020,0.0,0.0,0.0,3.0
17031190602,2020,0.0,0.0,0.0,2.0
17031190702,2020,0.0,0.0,0.0,1.0
17031190800,2020,0.0,0.0,0.0,2.0
17031191000,2020,0.0,0.0,0.0,3.0
17031191100,2020,0.0,0.0,0.0,3.0
17031191200,2020,0.0,0.0,0.0,1.0
17031191301,2020,0.0,0.0,0.0,2.0
17031200200,2020,0.0,0.0,0.0,1.0
17031200300,2020,0.0,0.0,0.0,1.0
17031200402,2020,0.0,0.0,0.0,3.0
17031210100,2020,0.0,0.0,0.0,2.0
17031210501,2020,0.0,0.0,0.0,2.0
17031210502,2020,0.0,0.0,0.0,3.0
17031210601,2020,0.0,0.0,0.0,2.0
17031210602,2020,0.0,0.0,0.0,4.0
17031210700,2020,0.0,0.0,0.0,3.0
17031210800,2020,0.0,0.0,0.0,2.0
17031210900,2020,0.0,0.0,0.0,4.0
17031220300,2020,0.0,0.0,0.0,1.0
17031220400,2020,0.0,0.0,0.0,1.0
17031220500,2020,0.0,0.0,0.0,5.0
17031220601,2020,0.0,0.0,0.0,1.0
17031220602,2020,0.0,0.0,0.0,5.0
17031220701,2020,0.0,0.0,0.0,1.0
17031220702,2020,0.0,0.0,0.0,2.0
17031220901,2020,0.0,0.0,0.0,4.0
17031220902,2020,0.0,0.0,0.0,5.0
17031221000,2020,0.0,0.0,0.0,1.0
17031221100,2020,0.0,0.0,0.0,4.0
17031221200,2020,0.0,0.0,0.0,2.0
17031221300,2020,0.0,0.0,0.0,5.0
17031221400,2020,0.0,0.0,0.0,2.0
17031221500,2020,0.0,0.0,0.0,5.0
17031221600,2020,0.0,0.0,0.0,3.0
17031222200,2020,0.0,0.0,0.0,1.0
17031222600,2020,0.0,0.0,0.0,4.0
17031222700,2020,0.0,0.0,0.0,1.0
17031222800,2020,0.0,0.0,0.0,1.0
17031222900,2020,0.0,0.0,0.0,2.0
17031230100,2020,0.0,0.0,0.0,1.0
17031230200,2020,0.0,0.0,0.0,1.0
17031230300,2020,0.0,0.0,0.0,1.0
17031230400,2020,0.0,0.0,0.0,1.0
17031230600,2020,0.0,0.0,0.0,2.0
17031230700,2020,0.0,0.0,0.0,6.0
17031230800,2020,0.0,0.0,0.0,1.0
17031230900,2020,0.0,0.0,0.0,4.0
17031231100,2020,0.0,0.0,0.0,2.0
17031231200,2020,0.0,0.0,0.0,1.0
17031231500,2020,0.0,0.0,0.0,2.0
17031240200,2020,0.0,0.0,0.0,1.0
17031240500,2020,0.0,0.0,0.0,2.0
17031240600,2020,0.0,0.0,0.0,1.0
17031240700,2020,0.0,0.0,0.0,2.0
17031240800,2020,0.0,0.0,0.0,1.0
17031241100,2020,0.0,0.0,0.0,1.0
17031241300,2020,0.0,0.0,0.0,1.0
17031241400,2020,0.0,0.0,0.0,3.0
17031241500,2020,0.0,0.0,0.0,4.0
17031241600,2020,0.0,0.0,0.0,3.0
17031242000,2020,0.0,0.0,0.0,2.0
17031242100,2020,0.0,0.0,0.0,4.0
17031242200,2020,0.0,0.0,0.0,7.0
17031242300,2020,0.0,0.0,0.0,7.0
17031242400,2020,0.0,0.0,0.0,3.0
17031242500,2020,0.0,0.0,0.0,1.0
17031242600,2020,0.0,0.0,0.0,4.0
17031242700,2020,0.0,0.0,0.0,1.0
17031242800,2020,0.0,0.0,0.0,3.0
17031242900,2020,0.0,0.0,0.0,3.0
17031243000,2020,0.0,0.0,0.0,1.0
17031243200,2020,0.0,0.0,0.0,1.0
17031243300,2020,0.0,0.0,0.0,2.0
17031243400,2020,0.0,0.0,0.0,3.0
17031243500,2020,0.0,0.0,0.0,4.0
17031250200,2020,0.0,0.0,0.0,2.0
17031250300,2020,0.0,0.0,0.0,3.0
17031250400,2020,0.0,0.0,0.0,4.0
17031250500,2020,0.0,0.0,0.0,1.0
17031250600,2020,0.0,0.0,0.0,4.0
17031250700,2020,0.0,0.0,0.0,6.0
17031250800,2020,0.0,0.0,0.0,1.0
17031251000,2020,0.0,0.0,0.0,1.0
17031251100,2020,0.0,0.0,0.0,2.0
17031251200,2020,0.0,0.0,0.0,1.0
17031251300,2020,0.0,0.0,0.0,2.0
17031251600,2020,0.0,0.0,0.0,2.0
17031251800,2020,0.0,0.0,0.0,3.0
17031251900,2020,0.0,0.0,0.0,1.0
17031252000,2020,0.0,0.0,0.0,3.0
17031252101,2020,0.0,0.0,0.0,2.0
17031252102,2020,0.0,0.0,0.0,3.0
17031252202,2020,0.0,0.0,0.0,3.0
17031260300,2020,0.0,0.0,0.0,1.0
17031260500,2020,0.0,0.0,0.0,1.0
17031260600,2020,0.0,0.0,0.0,1.0
17031260700,2020,0.0,0.0,0.0,1.0
17031260800,2020,0.0,0.0,0.0,1.0
17031261000,2020,0.0,0.0,0.0,1.0
17031271500,2020,0.0,0.0,0.0,1.0
17031280100,2020,0.0,0.0,0.0,8.0
17031280400,2020,0.0,0.0,0.0,1.0
17031280900,2020,0.0,0.0,0.0,3.0
17031281900,2020,0.0,0.0,0.0,5.0
17031282800,2020,0.0,0.0,0.0,1.0
17031283100,2020,0.0,0.0,0.0,3.0
17031283200,2020,0.0,0.0,0.0,1.0
17031283800,2020,0.0,0.0,0.0,3.0
17031290900,2020,0.0,0.0,0.0,2.0
17031291200,2020,0.0,0.0,0.0,1.0
17031291600,2020,0.0,0.0,0.0,1.0
17031292200,2020,0.0,0.0,0.0,1.0
17031292400,2020,0.0,0.0,0.0,1.0
17031300500,2020,0.0,0.0,0.0,2.0
17031300700,2020,0.0,0.0,0.0,2.0
17031300800,2020,0.0,0.0,0.0,3.0
17031300900,2020,0.0,0.0,0.0,1.0
17031301100,2020,0.0,0.0,0.0,1.0
17031301600,2020,0.0,0.0,0.0,2.0
17031301702,2020,0.0,0.0,0.0,3.0
17031301802,2020,0.0,0.0,0.0,2.0
17031301803,2020,0.0,0.0,0.0,2.0
17031310200,2020,0.0,0.0,0.0,1.0
17031310300,2020,0.0,0.0,0.0,2.0
17031310400,2020,0.0,0.0,0.0,1.0
17031310600,2020,0.0,0.0,0.0,3.0
17031310900,2020,0.0,0.0,0.0,1.0
17031320101,2020,0.0,0.0,0.0,11.0
17031320102,2020,0.0,0.0,0.0,4.0
17031320400,2020,0.0,0.0,0.0,3.0
17031320600,2020,0.0,0.0,0.0,5.0
17031330101,2020,0.0,0.0,0.0,6.0
17031330102,2020,0.0,0.0,0.0,8.0
17031330103,2020,0.0,0.0,0.0,3.0
17031330200,2020,0.0,0.0,0.0,4.0
17031340400,2020,0.0,0.0,0.0,1.0
17031340600,2020,0.0,0.0,0.0,1.0
17031351000,2020,0.0,0.0,0.0,1.0
17031351400,2020,0.0,0.0,0.0,2.0
17031351500,2020,0.0,0.0,0.0,1.0
17031380100,2020,0.0,0.0,0.0,1.0
17031380200,2020,0.0,0.0,0.0,3.0
17031381200,2020,0.0,0.0,0.0,1.0
17031390100,2020,0.0,0.0,0.0,1.0
17031390200,2020,0.0,0.0,0.0,1.0
17031390300,2020,0.0,0.0,0.0,3.0
17031390400,2020,0.0,0.0,0.0,1.0
17031390500,2020,0.0,0.0,0.0,1.0
17031390600,2020,0.0,0.0,0.0,5.0
17031390700,2020,0.0,0.0,0.0,5.0
17031400500,2020,0.0,0.0,0.0,2.0
17031400800,2020,0.0,0.0,0.0,1.0
17031410100,2020,0.0,0.0,0.0,2.0
17031410500,2020,0.0,0.0,0.0,4.0
17031410600,2020,0.0,0.0,0.0,1.0
17031410700,2020,0.0,0.0,0.0,3.0
17031410800,2020,0.0,0.0,0.0,2.0
17031410900,2020,0.0,0.0,0.0,4.0
17031411000,2020,0.0,0.0,0.0,2.0
17031411100,2020,0.0,0.0,0.0,3.0
17031411200,2020,0.0,0.0,0.0,2.0
17031420100,2020,0.0,0.0,0.0,1.0
17031420200,2020,0.0,0.0,0.0,5.0
17031420300,2020,0.0,0.0,0.0,6.0
17031420500,2020,0.0,0.0,0.0,3.0
17031420700,2020,0.0,0.0,0.0,1.0
17031420800,2020,0.0,0.0,0.0,1.0
17031421200,2020,0.0,0.0,0.0,1.0
17031430102,2020,0.0,0.0,0.0,2.0
17031430200,2020,0.0,0.0,0.0,1.0
17031430300,2020,0.0,0.0,0.0,2.0
17031430500,2020,0.0,0.0,0.0,1.0
17031430700,2020,0.0,0.0,0.0,1.0
17031430900,2020,0.0,0.0,0.0,1.0
17031431302,2020,0.0,0.0,0.0,1.0
17031431400,2020,0.0,0.0,0.0,4.0
17031440101,2020,0.0,0.0,0.0,2.0
17031440102,2020,0.0,0.0,0.0,1.0
17031440201,2020,0.0,0.0,0.0,1.0
17031440600,2020,0.0,0.0,0.0,1.0
17031440700,2020,0.0,0.0,0.0,1.0
17031450300,2020,0.0,0.0,0.0,1.0
17031460100,2020,0.0,0.0,0.0,3.0
17031460200,2020,0.0,0.0,0.0,1.0
17031460301,2020,0.0,0.0,0.0,3.0
17031460302,2020,0.0,0.0,0.0,1.0
17031460400,2020,0.0,0.0,0.0,1.0
17031460500,2020,0.0,0.0,0.0,5.0
17031460800,2020,0.0,0.0,0.0,3.0
17031470100,2020,0.0,0.0,0.0,2.0
17031480200,2020,0.0,0.0,0.0,1.0
17031480400,2020,0.0,0.0,0.0,2.0
17031480500,2020,0.0,0.0,0.0,1.0
17031490200,2020,0.0,0.0,0.0,2.0
17031490700,2020,0.0,0.0,0.0,2.0
17031490800,2020,0.0,0.0,0.0,2.0
17031490901,2020,0.0,0.0,0.0,2.0
17031490902,2020,0.0,0.0,0.0,4.0
17031491200,2020,0.0,0.0,0.0,1.0
17031500100,2020,0.0,0.0,0.0,2.0
17031500300,2020,0.0,0.0,0.0,2.0
17031510100,2020,0.0,0.0,0.0,3.0
17031510200,2020,0.0,0.0,0.0,1.0
17031520100,2020,0.0,0.0,0.0,2.0
17031520200,2020,0.0,0.0,0.0,2.0
17031520300,2020,0.0,0.0,0.0,4.0
17031520500,2020,0.0,0.0,0.0,3.0
17031520600,2020,0.0,0.0,0.0,3.0
17031530200,2020,0.0,0.0,0.0,1.0
17031530300,2020,0.0,0.0,0.0,2.0
17031530501,2020,0.0,0.0,0.0,1.0
17031530503,2020,0.0,0.0,0.0,2.0
17031530600,2020,0.0,0.0,0.0,2.0
17031540101,2020,0.0,0.0,0.0,1.0
17031550100,2020,0.0,0.0,0.0,12.0
17031550200,2020,0.0,0.0,0.0,3.0
17031560200,2020,0.0,0.0,0.0,1.0
17031560300,2020,0.0,0.0,0.0,2.0
17031560400,2020,0.0,0.0,0.0,1.0
17031560700,2020,0.0,0.0,0.0,4.0
17031560800,2020,0.0,0.0,0.0,1.0
17031560900,2020,0.0,0.0,0.0,8.0
17031561000,2020,0.0,0.0,0.0,4.0
17031561100,2020,0.0,0.0,0.0,2.0
17031570200,2020,0.0,0.0,0.0,1.0
17031570300,2020,0.0,0.0,0.0,5.0
17031570400,2020,0.0,0.0,0.0,3.0
17031570500,2020,0.0,0.0,0.0,1.0
17031580100,2020,0.0,0.0,0.0,2.0
17031580400,2020,0.0,0.0,0.0,2.0
17031580501,2020,0.0,0.0,0.0,1.0
17031580502,2020,0.0,0.0,0.0,3.0
17031580600,2020,0.0,0.0,0.0,2.0
17031580700,2020,0.0,0.0,0.0,3.0
17031580800,2020,0.0,0.0,0.0,1.0
17031590700,2020,0.0,0.0,0.0,1.0
17031600400,2020,0.0,0.0,0.0,3.0
17031600600,2020,0.0,0.0,0.0,3.0
17031600900,2020,0.0,0.0,0.0,1.0
17031610400,2020,0.0,0.0,0.0,1.0
17031610800,2020,0.0,0.0,0.0,3.0
17031611300,2020,0.0,0.0,0.0,2.0
17031611400,2020,0.0,0.0,0.0,1.0
17031611500,2020,0.0,0.0,0.0,3.0
17031611700,2020,0.0,0.0,0.0,1.0
17031611800,2020,0.0,0.0,0.0,3.0
17031612100,2020,0.0,0.0,0.0,2.0
17031612200,2020,0.0,0.0,0.0,3.0
17031620200,2020,0.0,0.0,0.0,1.0
17031630300,2020,0.0,0.0,0.0,3.0
17031630400,2020,0.0,0.0,0.0,3.0
17031630800,2020,0.0,0.0,0.0,2.0
17031630900,2020,0.0,0.0,0.0,3.0
17031640100,2020,0.0,0.0,0.0,1.0
17031640300,2020,0.0,0.0,0.0,3.0
17031640400,2020,0.0,0.0,0.0,2.0
17031640500,2020,0.0,0.0,0.0,5.0
17031640600,2020,0.0,0.0,0.0,6.0
17031640700,2020,0.0,0.0,0.0,2.0
17031650100,2020,0.0,0.0,0.0,2.0
17031650200,2020,0.0,0.0,0.0,2.0
17031650301,2020,0.0,0.0,0.0,4.0
17031650302,2020,0.0,0.0,0.0,2.0
17031650400,2020,0.0,0.0,0.0,3.0
17031650500,2020,0.0,0.0,0.0,1.0
17031660301,2020,0.0,0.0,0.0,1.0
17031660302,2020,0.0,0.0,0.0,2.0
17031660400,2020,0.0,0.0,0.0,4.0
17031660500,2020,0.0,0.0,0.0,5.0
17031660600,2020,0.0,0.0,0.0,1.0
17031660700,2020,0.0,0.0,0.0,1.0
17031660800,2020,0.0,0.0,0.0,5.0
17031660900,2020,0.0,0.0,0.0,3.0
17031661000,2020,0.0,0.0,0.0,2.0
17031661100,2020,0.0,0.0,0.0,4.0
17031670300,2020,0.0,0.0,0.0,1.0
17031670500,2020,0.0,0.0,0.0,1.0
17031670700,2020,0.0,0.0,0.0,1.0
17031670800,2020,0.0,0.0,0.0,1.0
17031670900,2020,0.0,0.0,0.0,1.0
17031671100,2020,0.0,0.0,0.0,1.0
17031671200,2020,0.0,0.0,0.0,1.0
17031671300,2020,0.0,0.0,0.0,1.0
17031672000,2020,0.0,0.0,0.0,3.0
17031680600,2020,0.0,0.0,0.0,1.0
17031680900,2020,0.0,0.0,0.0,1.0
17031681000,2020,0.0,0.0,0.0,1.0
17031681400,2020,0.0,0.0,0.0,2.0
17031690400,2020,0.0,0.0,0.0,1.0
17031690900,2020,0.0,0.0,0.0,1.0
17031691000,2020,0.0,0.0,0.0,1.0
17031691200,2020,0.0,0.0,0.0,1.0
17031691300,2020,0.0,0.0,0.0,1.0
17031691400,2020,0.0,0.0,0.0,3.0
17031700100,2020,0.0,0.0,0.0,2.0
17031700200,2020,0.0,0.0,0.0,8.0
17031700301,2020,0.0,0.0,0.0,4.0
17031700302,2020,0.0,0.0,0.0,9.0
17031700401,2020,0.0,0.0,0.0,5.0
17031700501,2020,0.0,0.0,0.0,4.0
17031710100,2020,0.0,0.0,0.0,1.0
17031710200,2020,0.0,0.0,0.0,1.0
17031710400,2020,0.0,0.0,0.0,1.0
17031710600,2020,0.0,0.0,0.0,1.0
17031710700,2020,0.0,0.0,0.0,1.0
17031710800,2020,0.0,0.0,0.0,2.0
17031711200,2020,0.0,0.0,0.0,1.0
17031711300,2020,0.0,0.0,0.0,1.0
17031711400,2020,0.0,0.0,0.0,2.0
17031720100,2020,0.0,0.0,0.0,4.0
17031720200,2020,0.0,0.0,0.0,5.0
17031720300,2020,0.0,0.0,0.0,6.0
17031720400,2020,0.0,0.0,0.0,2.0
17031720500,2020,0.0,0.0,0.0,7.0
17031720600,2020,0.0,0.0,0.0,5.0
17031720700,2020,0.0,0.0,0.0,2.0
17031730100,2020,0.0,0.0,0.0,1.0
17031730201,2020,0.0,0.0,0.0,1.0
17031730202,2020,0.0,0.0,0.0,2.0
17031730300,2020,0.0,0.0,0.0,1.0
17031730400,2020,0.0,0.0,0.0,1.0
17031730500,2020,0.0,0.0,0.0,2.0
17031730600,2020,0.0,0.0,0.0,1.0
17031740100,2020,0.0,0.0,0.0,6.0
17031740200,2020,0.0,0.0,0.0,8.0
17031740300,2020,0.0,0.0,0.0,11.0
17031740400,2020,0.0,0.0,0.0,8.0
17031750100,2020,0.0,0.0,0.0,5.0
17031750200,2020,0.0,0.0,0.0,3.0
17031750300,2020,0.0,0.0,0.0,5.0
17031750400,2020,0.0,0.0,0.0,2.0
17031750500,2020,0.0,0.0,0.0,5.0
17031750600,2020,0.0,0.0,0.0,3.0
17031760801,2020,0.0,0.0,0.0,3.0
17031760802,2020,0.0,0.0,0.0,1.0
17031760803,2020,0.0,0.0,0.0,5.0
17031770201,2020,0.0,0.0,0.0,3.0
17031770202,2020,0.0,0.0,0.0,1.0
17031770300,2020,0.0,0.0,0.0,6.0
17031770400,2020,0.0,0.0,0.0,3.0
17031770500,2020,0.0,0.0,0.0,1.0
17031770602,2020,0.0,0.0,0.0,2.0
17031770700,2020,0.0,0.0,0.0,1.0
17031770800,2020,0.0,0.0,0.0,4.0
17031770901,2020,0.0,0.0,0.0,4.0
17031770902,2020,0.0,0.0,0.0,4.0
17031800200,2020,0.0,0.0,0.0,3.0
17031800300,2020,0.0,0.0,0.0,3.0
17031800400,2020,0.0,0.0,0.0,5.0
17031800500,2020,0.0,0.0,0.0,4.0
17031800600,2020,0.0,0.0,0.0,2.0
17031800700,2020,0.0,0.0,0.0,5.0
17031800900,2020,0.0,0.0,0.0,5.0
17031801200,2020,0.0,0.0,0.0,2.0
17031801300,2020,0.0,0.0,0.0,2.0
17031801400,2020,0.0,0.0,0.0,3.0
17031801500,2020,0.0,0.0,0.0,7.0
17031801601,2020,0.0,0.0,0.0,6.0
17031801603,2020,0.0,0.0,0.0,3.0
17031801605,2020,0.0,0.0,0.0,3.0
17031801606,2020,0.0,0.0,0.0,5.0
17031801607,2020,0.0,0.0,0.0,3.0
17031801608,2020,0.0,0.0,0.0,1.0
17031801701,2020,0.0,0.0,0.0,2.0
17031801702,2020,0.0,0.0,0.0,3.0
17031801800,2020,0.0,0.0,0.0,5.0
17031801901,2020,0.0,0.0,0.0,7.0
17031801902,2020,0.0,0.0,0.0,2.0
17031802002,2020,0.0,0.0,0.0,3.0
17031802003,2020,0.0,0.0,0.0,2.0
17031802004,2020,0.0,0.0,0.0,2.0
17031802100,2020,0.0,0.0,0.0,1.0
17031802200,2020,0.0,0.0,0.0,7.0
17031802300,2020,0.0,0.0,0.0,5.0
17031802402,2020,0.0,0.0,0.0,1.0
17031802404,2020,0.0,0.0,0.0,3.0
17031802503,2020,0.0,0.0,0.0,2.0
17031802504,2020,0.0,0.0,0.0,3.0
17031802505,2020,0.0,0.0,0.0,3.0
17031802506,2020,0.0,0.0,0.0,2.0
17031802605,2020,0.0,0.0,0.0,5.0
17031802608,2020,0.0,0.0,0.0,5.0
17031802609,2020,0.0,0.0,0.0,7.0
17031802610,2020,0.0,0.0,0.0,1.0
17031802701,2020,0.0,0.0,0.0,1.0
17031802702,2020,0.0,0.0,0.0,4.0
17031802801,2020,0.0,0.0,0.0,5.0
17031802802,2020,0.0,0.0,0.0,1.0
17031802900,2020,0.0,0.0,0.0,3.0
17031803005,2020,0.0,0.0,0.0,2.0
17031803007,2020,0.0,0.0,0.0,6.0
17031803008,2020,0.0,0.0,0.0,2.0
17031803010,2020,0.0,0.0,0.0,1.0
17031803012,2020,0.0,0.0,0.0,1.0
17031803013,2020,0.0,0.0,0.0,4.0
17031803015,2020,0.0,0.0,0.0,4.0
17031803016,2020,0.0,0.0,0.0,2.0
17031803017,2020,0.0,0.0,0.0,6.0
17031803100,2020,0.0,0.0,0.0,2.0
17031803200,2020,0.0,0.0,0.0,3.0
17031803300,2020,0.0,0.0,0.0,2.0
17031803400,2020,0.0,0.0,0.0,5.0
17031803500,2020,0.0,0.0,0.0,2.0
17031803603,2020,0.0,0.0,0.0,2.0
17031803604,2020,0.0,0.0,0.0,1.0
17031803605,2020,0.0,0.0,0.0,3.0
17031803607,2020,0.0,0.0,0.0,2.0
17031803608,2020,0.0,0.0,0.0,7.0
17031803611,2020,0.0,0.0,0.0,4.0
17031803612,2020,0.0,0.0,0.0,2.0
17031803613,2020,0.0,0.0,0.0,2.0
17031803614,2020,0.0,0.0,0.0,2.0
17031803615,2020,0.0,0.0,0.0,2.0
17031803616,2020,0.0,0.0,0.0,1.0
17031803701,2020,0.0,0.0,0.0,2.0
17031803702,2020,0.0,0.0,0.0,3.0
17031803800,2020,0.0,0.0,0.0,3.0
17031803901,2020,0.0,0.0,0.0,1.0
17031804000,2020,0.0,0.0,0.0,7.0
17031804102,2020,0.0,0.0,0.0,8.0
17031804104,2020,0.0,0.0,0.0,2.0
17031804105,2020,0.0,0.0,0.0,2.0
17031804106,2020,0.0,0.0,0.0,4.0
17031804109,2020,0.0,0.0,0.0,4.0
17031804202,2020,0.0,0.0,0.0,5.0
17031804203,2020,0.0,0.0,0.0,2.0
17031804204,2020,0.0,0.0,0.0,6.0
17031804305,2020,0.0,0.0,0.0,2.0
17031804306,2020,0.0,0.0,0.0,5.0
17031804308,2020,0.0,0.0,0.0,4.0
17031804312,2020,0.0,0.0,0.0,2.0
17031804313,2020,0.0,0.0,0.0,3.0
17031804314,2020,0.0,0.0,0.0,1.0
17031804315,2020,0.0,0.0,0.0,2.0
17031804316,2020,0.0,0.0,0.0,2.0
17031804403,2020,0.0,0.0,0.0,2.0
17031804406,2020,0.0,0.0,0.0,1.0
17031804505,2020,0.0,0.0,0.0,2.0
17031804506,2020,0.0,0.0,0.0,3.0
17031804508,2020,0.0,0.0,0.0,3.0
17031804510,2020,0.0,0.0,0.0,4.0
17031804511,2020,0.0,0.0,0.0,2.0
17031804512,2020,0.0,0.0,0.0,3.0
17031804513,2020,0.0,0.0,0.0,4.0
17031804603,2020,0.0,0.0,0.0,3.0
17031804606,2020,0.0,0.0,0.0,5.0
17031804607,2020,0.0,0.0,0.0,3.0
17031804608,2020,0.0,0.0,0.0,3.0
17031804609,2020,0.0,0.0,0.0,3.0
17031804610,2020,0.0,0.0,0.0,1.0
17031804611,2020,0.0,0.0,0.0,4.0
17031804701,2020,0.0,0.0,0.0,7.0
17031804705,2020,0.0,0.0,0.0,7.0
17031804706,2020,0.0,0.0,0.0,2.0
17031804709,2020,0.0,0.0,0.0,2.0
