geoid,rhoH_2020,rhoH_2021,drhoH,rhoW_2020,rhoW_2021,drhoW,In_2020,In_2021,dIn,Out_2020,lat,lon,county
15003005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003006402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003006900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003007400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003008301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003008302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003008802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003009000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003009512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003009906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003010305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003010505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003011106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003011300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003011500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15003981803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15003
15007040301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15007
15007040401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15007
15007040500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15007
15009030307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15009
15009030406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15009
15009030709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15009
15009031102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15009
15009031402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,15009
16001000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001001002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001002229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001010344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001010349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16001010406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16001
16005001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16005
16017950203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16017
16017950403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,16017
16019970402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16019
16019970505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16019
16019971200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16019
16027020300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16027
16027020601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16027
16027020904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16027
16027022400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16027
16031950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16031
16039960202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,16039
16041970100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16041
16049960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16049
16051960401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16051
16053970502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16053
16055000501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16055
16055000601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16055
16057005301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16057
16057005400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16057
16067970200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16067
16069940000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16069
16069960600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16069
16075960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16075
16077960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16077
16079960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16079
16083000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16083
16083001002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,16083
16083001600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,16083
17001000100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17001
17001001001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17001
17001001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17001
17001010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17001
17001010600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17001
17005951300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17005
17007010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17007
17007010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17007
17007010200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17007
17007010300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17007
17007010400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17007
17007010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17007
17007010502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17007
17007010601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17007
17007010603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17007
17007010604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17007
17009970500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17009
17011964700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17011
17011964800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17011
17011964900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17011
17011965000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17011
17011965100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17011
17011965200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17011
17011965400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17011
17011965500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17011
17015960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17015
17015960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17015
17015960600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17015
17017960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17017
17017960500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17017
17019000302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019000401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019000800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019000902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019001201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019001203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019001206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019001302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019001400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019005300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019005401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17019
17019005402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019005500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17019
17019005601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019005701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019005901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17019
17019010204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019010300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019010601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17019
17019010701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019010901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17019
17019010902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17019011002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17019
17021958200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17021
17021958300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17021
17021958700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17021
17021959000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17021
17027900100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17027
17027900300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17027
17027900404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17027
17027900602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17027
17029000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029000400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029000600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029000701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029000900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17029
17029001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17029
17031010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031010201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031010202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031010300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031010400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031010502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031010503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031010600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031010701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031020200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031020301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,17031
17031020302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031020400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031020500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031020601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031020602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031020701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031020702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031020801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031020802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031020901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031020902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031030101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031030102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031030103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031030104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031030200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031030300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031030400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031030500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031030601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031030603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031030701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031030703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031030706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031030800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031030900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031031000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031031100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031031200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031031300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031031400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031031501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031031502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031031700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031031800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031031900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031032100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031040100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031040201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,17031
17031040202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031040300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031040401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031040402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031040600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031040700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031040800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031040900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031050100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031050200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031050300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031050500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,17031
17031050600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031050700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031050900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031051100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031051200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031051300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031051400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031060100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031060200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031060400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031060800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031060900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031061000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031061100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031061800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031061901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031061902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031062000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031062100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031062200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031062300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031062400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031062600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031062700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031062800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031062900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031063000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031063100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031063200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,17031
17031063301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031063302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031063303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031063400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031070101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031070102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031070200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031070300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031070400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031070500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031070700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031071000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031071100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031071200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031071300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031071400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031071500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,17031
17031071600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031071800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031080100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031080201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031080202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031080300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031080400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031081000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,17031
17031081100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031081201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031081202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031081300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,17031
17031081401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031081402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,17031
17031081403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031081500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031081600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031081700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,17031
17031081800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,17031
17031090200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,17031
17031100100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031100200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,17031
17031100300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,17031
17031100400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031100500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,17031
17031100600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
17031100700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,17031
