geoid,rhoH_2020,rhoH_2021,drhoH,rhoW_2020,rhoW_2021,drhoW,In_2020,In_2021,dIn,Out_2020
18163003200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163003500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163003702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163003801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163003803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163003805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18163010204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18163010206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18163010208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18163010502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18163010701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18165020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18165020400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18165020500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18167001300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18167001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18167001600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18167001700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18167001800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18167010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18167010202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18167010602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18167010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18167010703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18167011201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18169102200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18169102300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18169102400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18169102500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18169102600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18169102700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18169102800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18169102900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18171951002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18171951100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18173030601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18173030602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173030707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18173030801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18175967200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18175967600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18175967702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18177000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18177000400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18177000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18177000600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18177000700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18177000800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18177000900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18177001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
18177001101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18177001102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18177010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18177010200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18177010300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18177010400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18177010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18177010600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18177010700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18177010800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18179040100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
18179040200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18179040300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18179040400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18179040500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18179040600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
18179040700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18181958100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18181958200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18181958501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18181958502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18181958600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18181958700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18181958800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18183050100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18183050200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18183050300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
18183050401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
18183050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
18183050500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18183050600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
18183050700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
19001960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19001960300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19005960500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19007950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19007950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19011960300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19011960500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19011960600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19011960700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19013000800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013000900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013001200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013001302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19013001400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19013001600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013001800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013001900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013002000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013002601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19013002606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19015020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19015020300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19015020400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19015020500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19015020600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19017004200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19017004300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19017004600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19019950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19019950500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19021960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19021960300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19021960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19023070100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19025950400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19029190100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19029190200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19029190500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19031450100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19031450500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19033950800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19035080300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19037070200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19037070400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19041080200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19041080302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19041080400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19045000300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19045000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19045000900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19045001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19047070300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19049050500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19049050902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19055950100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19055950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19055950400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19057000300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19057000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19057000600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19057000900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19057001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19057001200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19059451100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061000701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061000802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19061001101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061001103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061001201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19061001202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061010103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061010104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061010105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19061010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19065080100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19065080400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19067480300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19067480400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19069360100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19073080100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19075960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19077950100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19077950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19079960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19079960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
19081270100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19083480200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19083480300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19085290300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19087970100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19087970400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19087970500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19089960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19091970100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19095960100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19097950400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19099040300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19099040400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19101090400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103000100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103000307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103000501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19103001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19103001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19103010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19103010303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19103010304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103010308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19103010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19103010502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19105070100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19105070302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19107080300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19109950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19109950500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19111490200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19111490800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19111491100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113000208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19113000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19113000400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113000800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113001300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113001600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19113001700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19113002300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113002800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113003004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113003006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113010200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113010600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113010700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19113010801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19115450100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19119950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19123950400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19123950500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19123950700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19125030101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19125030102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19125030201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19125030300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19125030402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19125030500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19127950600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19127950700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19127950801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19127950900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19127951000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19131560100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139050100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139050200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139050300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139050400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139050700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19139051000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19143460200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19145490200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19145490400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19147960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19147960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19149970100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19149970200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19149970500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153000802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153000902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153001100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153002100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153002900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153003100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153003200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153004001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153004501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153004602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153004701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153005101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153005200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153005300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19153010207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153010216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153010709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153010804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19153011028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19153011206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
