geoid,year,rho_H,rho_W,In,Out,lat,lon,county
26071000200,2020,516.0,293.0,293.0,466.0,46.2549894,-88.7524067,26071
26071000300,2020,904.0,1305.0,1305.0,830.0,46.1109112,-88.6610543,26071
26071000400,2020,767.0,407.0,407.0,690.0,46.0530754,-88.558813,26071
26071000500,2020,773.0,654.0,654.0,686.0,46.0222437,-88.2811177,26071
26073000100,2020,1225.0,555.0,555.0,1206.0,43.7733876,-84.9198778,26073
26073000200,2020,1688.0,893.0,893.0,1659.0,43.6367839,-85.0233746,26073
26073000300,2020,1904.0,720.0,720.0,1881.0,43.5046203,-84.9075268,26073
26073000401,2020,425.0,57.0,57.0,408.0,43.5861479,-84.7824575,26073
26073000402,2020,952.0,981.0,981.0,937.0,43.5754081,-84.8170626,26073
26073000500,2020,677.0,3533.0,3533.0,648.0,43.5935923,-84.7745118,26073
26073000600,2020,1381.0,836.0,836.0,1346.0,43.589137,-84.7554321,26073
26073000701,2020,566.0,1418.0,1418.0,553.0,43.5729665,-84.7426805,26073
26073000702,2020,387.0,495.0,495.0,377.0,43.5790338,-84.7574091,26073
26073000703,2020,247.0,275.0,275.0,232.0,43.5868494,-84.7727681,26073
26073000800,2020,794.0,424.0,424.0,781.0,43.5635835,-84.7693625,26073
26073000900,2020,1661.0,694.0,694.0,1637.0,43.5287645,-84.6675098,26073
26073940100,2020,1769.0,627.0,627.0,1748.0,43.6862564,-84.845193,26073
26073940200,2020,1981.0,3514.0,3514.0,1940.0,43.710645,-84.6649295,26073
26073940300,2020,1861.0,5094.0,5094.0,1832.0,43.615273,-84.7379235,26073
26073940400,2020,1215.0,2301.0,2301.0,1196.0,43.6221748,-84.7856071,26073
26073940500,2020,925.0,1328.0,1328.0,912.0,43.6006358,-84.7811238,26073
26073940600,2020,2063.0,809.0,809.0,2041.0,43.6037897,-84.8939615,26073
26075000100,2020,1007.0,2280.0,2280.0,978.0,42.2612442,-84.4250944,26075
26075000200,2020,806.0,1745.0,1745.0,784.0,42.260717,-84.4103844,26075
26075000400,2020,1296.0,245.0,245.0,1242.0,42.2609849,-84.3850012,26075
26075000500,2020,604.0,915.0,915.0,590.0,42.2503515,-84.4248904,26075
26075000600,2020,333.0,8160.0,8160.0,315.0,42.2470057,-84.4073077,26075
26075000800,2020,1638.0,1155.0,1155.0,1600.0,42.2246963,-84.4222904,26075
26075000900,2020,1124.0,300.0,300.0,1102.0,42.2399818,-84.4191535,26075
26075001000,2020,592.0,43.0,43.0,571.0,42.2382059,-84.4100551,26075
26075001100,2020,447.0,537.0,537.0,432.0,42.237484,-84.4008502,26075
26075001200,2020,721.0,3196.0,3196.0,694.0,42.2375503,-84.3825459,26075
26075001300,2020,783.0,218.0,218.0,754.0,42.2293386,-84.4037962,26075
26075005000,2020,799.0,877.0,877.0,773.0,42.2170131,-84.3873035,26075
26075005100,2020,1662.0,865.0,865.0,1610.0,42.1876096,-84.3775531,26075
26075005201,2020,1117.0,1543.0,1543.0,1077.0,42.1774863,-84.434388,26075
26075005202,2020,1285.0,206.0,206.0,1253.0,42.2020437,-84.4461366,26075
26075005301,2020,1921.0,959.0,959.0,1874.0,42.2410911,-84.4567978,26075
26075005302,2020,1287.0,738.0,738.0,1254.0,42.2167309,-84.4543043,26075
26075005400,2020,2230.0,1256.0,1256.0,2157.0,42.2062577,-84.5256489,26075
26075005501,2020,895.0,4361.0,4361.0,862.0,42.2669771,-84.4592109,26075
26075005502,2020,955.0,3991.0,3991.0,919.0,42.25378,-84.4538696,26075
26075005601,2020,1642.0,355.0,355.0,1572.0,42.2889457,-84.4580584,26075
26075005602,2020,1226.0,101.0,101.0,1193.0,42.3220642,-84.4289671,26075
26075005700,2020,1164.0,1027.0,1027.0,1128.0,42.2905566,-84.4169783,26075
26075005800,2020,776.0,1554.0,1554.0,702.0,42.2946442,-84.3900804,26075
26075005900,2020,910.0,1117.0,1117.0,877.0,42.2819361,-84.3780441,26075
26075006001,2020,1189.0,1529.0,1529.0,1147.0,42.262652,-84.3339443,26075
26075006002,2020,1154.0,661.0,661.0,1120.0,42.2736152,-84.2929832,26075
26075006101,2020,1104.0,1455.0,1455.0,1083.0,42.2312364,-84.3425184,26075
26075006102,2020,1151.0,114.0,114.0,1106.0,42.2148641,-84.2801336,26075
26075006201,2020,1166.0,753.0,753.0,1133.0,42.1666658,-84.3183426,26075
26075006202,2020,1286.0,404.0,404.0,1254.0,42.191594,-84.2750885,26075
26075006301,2020,1182.0,313.0,313.0,1157.0,42.1104213,-84.4171279,26075
26075006304,2020,990.0,388.0,388.0,962.0,42.1078417,-84.3289963,26075
26075006305,2020,768.0,405.0,405.0,740.0,42.0813488,-84.2572439,26075
26075006306,2020,797.0,601.0,601.0,776.0,42.1241653,-84.256397,26075
26075006401,2020,1179.0,973.0,973.0,1148.0,42.2068815,-84.6467918,26075
26075006403,2020,1251.0,451.0,451.0,1212.0,42.13326,-84.6038339,26075
26075006404,2020,1190.0,301.0,301.0,1155.0,42.0970044,-84.5706567,26075
26075006500,2020,2391.0,1998.0,1998.0,2336.0,42.2913591,-84.6098755,26075
26075006600,2020,1498.0,299.0,299.0,1452.0,42.374909,-84.6102517,26075
26075006701,2020,1670.0,209.0,209.0,1615.0,42.3724627,-84.4220744,26075
26075006702,2020,1590.0,116.0,116.0,1527.0,42.3770003,-84.3186015,26075
26075006801,2020,937.0,469.0,469.0,898.0,42.357872,-84.1902746,26075
26075006803,2020,756.0,59.0,59.0,733.0,42.1242059,-84.1859328,26075
26075006804,2020,1830.0,659.0,659.0,1762.0,42.2409564,-84.1793479,26075
26075006900,2020,932.0,717.0,717.0,898.0,42.258512,-84.3977353,26075
26077000100,2020,911.0,151.0,151.0,874.0,42.2987687,-85.5624219,26077
26077000201,2020,708.0,10120.0,10120.0,680.0,42.2903967,-85.5841435,26077
26077000202,2020,357.0,1055.0,1055.0,341.0,42.3053258,-85.5774675,26077
26077000300,2020,1224.0,661.0,661.0,1168.0,42.3050838,-85.5938107,26077
26077000500,2020,1402.0,675.0,675.0,1331.0,42.2971927,-85.6031842,26077
26077000601,2020,1605.0,2193.0,2193.0,1536.0,42.2809778,-85.5941459,26077
26077000900,2020,365.0,5355.0,5355.0,351.0,42.2856426,-85.5673012,26077
26077001001,2020,833.0,578.0,578.0,805.0,42.2704402,-85.5638943,26077
26077001002,2020,1280.0,388.0,388.0,1212.0,42.2764658,-85.5692304,26077
26077001100,2020,844.0,1677.0,1677.0,812.0,42.2737795,-85.5853691,26077
26077001200,2020,1256.0,1031.0,1031.0,1210.0,42.2681557,-85.6020869,26077
26077001300,2020,937.0,976.0,976.0,897.0,42.3274954,-85.5653361,26077
26077001501,2020,1867.0,1083.0,1083.0,1792.0,42.3259459,-85.6062068,26077
26077001502,2020,2013.0,663.0,663.0,1940.0,42.3050319,-85.6367332,26077
26077001503,2020,2172.0,211.0,211.0,2108.0,42.3008085,-85.6195245,26077
26077001504,2020,758.0,5502.0,5502.0,683.0,42.2833035,-85.6114157,26077
26077001508,2020,1194.0,1012.0,1012.0,1141.0,42.2980182,-85.6424875,26077
26077001509,2020,1416.0,225.0,225.0,1352.0,42.2825003,-85.6359531,26077
26077001510,2020,884.0,164.0,164.0,834.0,42.2768889,-85.6280496,26077
26077001511,2020,715.0,796.0,796.0,686.0,42.2732877,-85.6373243,26077
26077001601,2020,1091.0,727.0,727.0,1055.0,42.2647733,-85.6277814,26077
26077001603,2020,749.0,113.0,113.0,730.0,42.2562191,-85.6213087,26077
26077001604,2020,709.0,862.0,862.0,681.0,42.2506578,-85.6326873,26077
26077001701,2020,1347.0,941.0,941.0,1304.0,42.2531084,-85.6008644,26077
26077001702,2020,1573.0,846.0,846.0,1521.0,42.2557391,-85.5825264,26077
26077001801,2020,1403.0,3212.0,3212.0,1358.0,42.2635037,-85.5533897,26077
26077001802,2020,2020.0,8074.0,8074.0,1948.0,42.2464528,-85.5524437,26077
26077001803,2020,913.0,410.0,410.0,880.0,42.2866728,-85.5457619,26077
26077001905,2020,2019.0,8077.0,8077.0,1929.0,42.2126861,-85.5515809,26077
26077001906,2020,2132.0,3000.0,3000.0,2073.0,42.2124221,-85.5962938,26077
26077001907,2020,1668.0,1534.0,1534.0,1612.0,42.2228075,-85.6017,26077
26077002002,2020,1818.0,2661.0,2661.0,1747.0,42.1747412,-85.6231256,26077
26077002003,2020,2595.0,145.0,145.0,2497.0,42.2314748,-85.6331876,26077
26077002004,2020,1604.0,1231.0,1231.0,1530.0,42.2145523,-85.6336133,26077
26077002005,2020,1619.0,245.0,245.0,1562.0,42.2134088,-85.6201072,26077
26077002102,2020,1245.0,281.0,281.0,1209.0,42.1745391,-85.5577498,26077
26077002103,2020,940.0,371.0,371.0,902.0,42.1709621,-85.5957624,26077
26077002104,2020,2212.0,1911.0,1911.0,2120.0,42.1939577,-85.57857,26077
26077002201,2020,871.0,1312.0,1312.0,838.0,42.2792561,-85.5022789,26077
26077002203,2020,1526.0,630.0,630.0,1462.0,42.3091491,-85.484419,26077
26077002204,2020,1996.0,1929.0,1929.0,1937.0,42.3078995,-85.521896,26077
26077002601,2020,1955.0,879.0,879.0,1876.0,42.3815083,-85.3547058,26077
26077002701,2020,1246.0,1240.0,1240.0,1191.0,42.3720713,-85.4401099,26077
26077002702,2020,2219.0,465.0,465.0,2130.0,42.387262,-85.4990183,26077
26077002801,2020,1979.0,682.0,682.0,1894.0,42.3692426,-85.6200412,26077
26077002802,2020,2552.0,396.0,396.0,2465.0,42.3797033,-85.5576286,26077
26077002901,2020,1638.0,886.0,886.0,1572.0,42.3805653,-85.6944,26077
26077002906,2020,569.0,1133.0,1133.0,548.0,42.3141717,-85.6555548,26077
26077002907,2020,1502.0,1440.0,1440.0,1457.0,42.2826818,-85.6534053,26077
26077002908,2020,1935.0,1669.0,1669.0,1861.0,42.3136903,-85.7146513,26077
26077002909,2020,1953.0,1134.0,1134.0,1872.0,42.2748982,-85.7102754,26077
26077002910,2020,1669.0,1490.0,1490.0,1605.0,42.2609879,-85.6978477,26077
26077002911,2020,1485.0,2484.0,2484.0,1408.0,42.2610598,-85.6645276,26077
26077003002,2020,973.0,76.0,76.0,920.0,42.1169425,-85.7004577,26077
26077003005,2020,2315.0,2611.0,2611.0,2239.0,42.2258331,-85.7162295,26077
26077003006,2020,1436.0,227.0,227.0,1382.0,42.1838389,-85.7304683,26077
26077003007,2020,2672.0,2070.0,2070.0,2564.0,42.2235104,-85.663424,26077
26077003008,2020,799.0,215.0,215.0,762.0,42.1785005,-85.6706257,26077
26077003302,2020,2611.0,566.0,566.0,2488.0,42.2085499,-85.4762975,26077
26077003400,2020,1390.0,253.0,253.0,1325.0,42.1605682,-85.3504494,26077
26077003500,2020,1846.0,5177.0,5177.0,1784.0,42.2339114,-85.5838223,26077
26077005501,2020,1589.0,437.0,437.0,1538.0,42.3171958,-85.5543244,26077
26077005502,2020,2568.0,4410.0,4410.0,2476.0,42.3115357,-85.5406094,26077
26077006102,2020,1783.0,1801.0,1801.0,1738.0,42.1175063,-85.6166497,26077
26077006103,2020,2220.0,932.0,932.0,2127.0,42.1095676,-85.5554863,26077
26077006601,2020,1934.0,388.0,388.0,1863.0,42.1073461,-85.4691175,26077
26077006701,2020,1083.0,1615.0,1615.0,1036.0,42.2943144,-85.3466615,26077
26077006702,2020,2655.0,4361.0,4361.0,2565.0,42.2845281,-85.4616046,26077
26079950201,2020,789.0,156.0,156.0,774.0,44.8196483,-85.2682511,26079
26079950202,2020,994.0,1347.0,1347.0,983.0,44.7950696,-85.1473494,26079
26079950300,2020,1661.0,1885.0,1885.0,1639.0,44.6974878,-85.2235724,26079
26079950400,2020,1218.0,105.0,105.0,1195.0,44.5570738,-85.1029245,26079
26079950601,2020,648.0,39.0,39.0,640.0,44.8121569,-84.9646293,26079
26079950602,2020,589.0,113.0,113.0,579.0,44.6917777,-84.9863715,26079
26081000100,2020,1100.0,281.0,281.0,1077.0,43.0253597,-85.6473949,26081
26081000200,2020,721.0,592.0,592.0,712.0,43.0172894,-85.6551305,26081
26081000300,2020,2442.0,687.0,687.0,2406.0,43.009368,-85.6273179,26081
26081000400,2020,1678.0,319.0,319.0,1657.0,43.0065784,-85.6478324,26081
26081000500,2020,1967.0,205.0,205.0,1946.0,43.0051474,-85.6621873,26081
26081000600,2020,2182.0,432.0,432.0,2139.0,42.9947815,-85.7310823,26081
26081000700,2020,1607.0,320.0,320.0,1586.0,42.9919169,-85.698656,26081
26081000800,2020,1273.0,5008.0,5008.0,1250.0,42.9910959,-85.6816331,26081
26081000900,2020,1433.0,1023.0,1023.0,1408.0,42.9932339,-85.6685008,26081
26081001000,2020,2161.0,521.0,521.0,2120.0,42.9918681,-85.6491354,26081
26081001102,2020,1809.0,380.0,380.0,1779.0,42.9904851,-85.6125138,26081
26081001103,2020,1545.0,1898.0,1898.0,1523.0,42.9898941,-85.6306485,26081
26081001104,2020,616.0,633.0,633.0,603.0,42.9770235,-85.6315627,26081
26081001200,2020,1676.0,1180.0,1180.0,1654.0,42.9788327,-85.6486542,26081
26081001300,2020,1428.0,603.0,603.0,1407.0,42.9839489,-85.6608932,26081
26081001400,2020,1271.0,1978.0,1978.0,1251.0,42.9771882,-85.6676851,26081
26081001500,2020,1588.0,5028.0,5028.0,1560.0,42.9786231,-85.6811112,26081
26081001600,2020,2456.0,227.0,227.0,2413.0,42.9794587,-85.6948852,26081
26081001700,2020,1911.0,444.0,444.0,1870.0,42.9734002,-85.7113224,26081
26081001801,2020,2136.0,455.0,455.0,2106.0,42.9787016,-85.7333757,26081
26081001802,2020,690.0,576.0,576.0,681.0,42.9679676,-85.730237,26081
26081001900,2020,2225.0,2285.0,2285.0,2188.0,42.9679471,-85.6896122,26081
26081002000,2020,1226.0,34469.0,34469.0,1208.0,42.9650695,-85.6694925,26081
26081002100,2020,1354.0,8064.0,8064.0,1322.0,42.9629575,-85.6613619,26081
26081002200,2020,2423.0,1138.0,1138.0,2384.0,42.9680337,-85.6480794,26081
26081002300,2020,1849.0,5953.0,5953.0,1818.0,42.9690856,-85.6146373,26081
26081002400,2020,1258.0,1133.0,1133.0,1235.0,42.958581,-85.6324893,26081
26081002500,2020,2264.0,1375.0,1375.0,2223.0,42.958999,-85.6479604,26081
26081002600,2020,1236.0,3473.0,3473.0,1202.0,42.9480531,-85.6891445,26081
26081002700,2020,1745.0,1758.0,1758.0,1715.0,42.952367,-85.7025943,26081
26081002800,2020,652.0,1240.0,1240.0,638.0,42.9480261,-85.6694375,26081
26081002900,2020,716.0,54.0,54.0,707.0,42.9521871,-85.6603234,26081
26081003000,2020,711.0,182.0,182.0,708.0,42.9520481,-85.6529523,26081
26081003100,2020,1140.0,73.0,73.0,1116.0,42.9448783,-85.6565842,26081
26081003200,2020,1917.0,88.0,88.0,1878.0,42.9479766,-85.644402,26081
26081003300,2020,1637.0,2545.0,2545.0,1613.0,42.947692,-85.6347604,26081
26081003400,2020,2353.0,441.0,441.0,2313.0,42.9334622,-85.6243697,26081
26081003500,2020,2233.0,538.0,538.0,2194.0,42.934223,-85.6411238,26081
26081003600,2020,807.0,1036.0,1036.0,792.0,42.9386154,-85.6625953,26081
26081003700,2020,1742.0,297.0,297.0,1705.0,42.931301,-85.6561532,26081
26081003800,2020,1284.0,2006.0,2006.0,1248.0,42.9325629,-85.6740275,26081
26081003900,2020,1007.0,607.0,607.0,975.0,42.935669,-85.6834948,26081
26081004000,2020,1123.0,1628.0,1628.0,1089.0,42.9240908,-85.6763101,26081
26081004100,2020,2197.0,2179.0,2179.0,2164.0,42.9187589,-85.6570285,26081
26081004200,2020,1990.0,735.0,735.0,1952.0,42.919461,-85.639519,26081
26081004300,2020,1884.0,475.0,475.0,1855.0,42.9201275,-85.6203633,26081
26081004400,2020,2479.0,5200.0,5200.0,2422.0,42.9218158,-85.5961239,26081
26081004501,2020,1442.0,1329.0,1329.0,1413.0,42.9044909,-85.6182477,26081
26081004502,2020,1652.0,1167.0,1167.0,1623.0,42.8906636,-85.615517,26081
26081004600,2020,2462.0,6284.0,6284.0,2429.0,42.9008201,-85.6358673,26081
26081010101,2020,2538.0,364.0,364.0,2493.0,43.256738,-85.4615575,26081
26081010102,2020,955.0,58.0,58.0,936.0,43.2587059,-85.3433802,26081
26081010200,2020,1774.0,2220.0,2220.0,1746.0,43.2245618,-85.5437569,26081
26081010301,2020,2202.0,705.0,705.0,2161.0,43.2515026,-85.7278348,26081
26081010302,2020,2517.0,583.0,583.0,2467.0,43.2555313,-85.6059003,26081
26081010401,2020,2289.0,829.0,829.0,2249.0,43.1701683,-85.7392737,26081
26081010402,2020,1790.0,2814.0,2814.0,1773.0,43.1550415,-85.6995,26081
26081010601,2020,2180.0,341.0,341.0,2148.0,43.1812522,-85.625299,26081
26081010602,2020,3439.0,1441.0,1441.0,3378.0,43.1384192,-85.6005046,26081
26081010700,2020,2383.0,5092.0,5092.0,2343.0,43.1267962,-85.5565585,26081
26081010802,2020,2582.0,282.0,282.0,2547.0,43.1654318,-85.3772946,26081
26081010803,2020,2576.0,487.0,487.0,2531.0,43.1533969,-85.5157778,26081
26081010804,2020,1242.0,127.0,127.0,1225.0,43.1679327,-85.4684787,26081
26081010902,2020,1664.0,216.0,216.0,1640.0,43.0781728,-85.3761757,26081
26081010903,2020,3134.0,434.0,434.0,3084.0,43.107048,-85.4884308,26081
26081010904,2020,3063.0,650.0,650.0,3005.0,43.0607548,-85.4918347,26081
26081011001,2020,1809.0,409.0,409.0,1783.0,43.0885319,-85.59661,26081
26081011002,2020,1843.0,589.0,589.0,1812.0,43.0815439,-85.5657878,26081
26081011101,2020,2244.0,1042.0,1042.0,2220.0,43.0907558,-85.6504666,26081
26081011102,2020,2445.0,4108.0,4108.0,2406.0,43.0748497,-85.632144,26081
26081011200,2020,1943.0,1078.0,1078.0,1907.0,43.0414729,-85.6361249,26081
26081011301,2020,2105.0,2111.0,2111.0,2072.0,43.0496445,-85.6029634,26081
26081011302,2020,2721.0,2178.0,2178.0,2673.0,43.0354553,-85.5737595,26081
26081011401,2020,1126.0,2860.0,2860.0,1106.0,43.0894172,-85.7291737,26081
26081011403,2020,1377.0,1598.0,1598.0,1358.0,43.0433295,-85.7356145,26081
26081011405,2020,1390.0,202.0,202.0,1368.0,43.0501872,-85.6792781,26081
26081011406,2020,2484.0,183.0,183.0,2446.0,43.0373147,-85.6801236,26081
26081011501,2020,916.0,3359.0,3359.0,900.0,43.0166559,-85.676587,26081
26081011502,2020,2201.0,5879.0,5879.0,2168.0,43.0106354,-85.7041827,26081
26081011601,2020,2025.0,12524.0,12524.0,1995.0,43.0165367,-85.7477876,26081
26081011602,2020,1488.0,280.0,280.0,1463.0,42.9931234,-85.7626168,26081
26081011701,2020,2550.0,884.0,884.0,2514.0,42.9766768,-85.7680257,26081
26081011702,2020,2086.0,1084.0,1084.0,2051.0,42.9435207,-85.7567804,26081
26081011801,2020,3385.0,3517.0,3517.0,3331.0,43.0188815,-85.5821258,26081
26081011803,2020,1850.0,7650.0,7650.0,1817.0,42.980835,-85.5756778,26081
26081011804,2020,1834.0,4864.0,4864.0,1792.0,42.9568107,-85.5789148,26081
26081011901,2020,2769.0,3785.0,3785.0,2722.0,42.9882735,-85.4825806,26081
26081011902,2020,3133.0,2490.0,2490.0,3081.0,42.9532129,-85.5146621,26081
26081012002,2020,2806.0,1892.0,1892.0,2769.0,42.8448935,-85.3611556,26081
26081012003,2020,3204.0,2129.0,2129.0,3156.0,42.979901,-85.37683,26081
26081012004,2020,2176.0,2675.0,2675.0,2142.0,42.9501897,-85.3452098,26081
26081012201,2020,2897.0,7287.0,7287.0,2856.0,42.9257581,-85.5161427,26081
26081012202,2020,2819.0,401.0,401.0,2765.0,42.9047327,-85.4609706,26081
26081012203,2020,2160.0,24106.0,24106.0,2118.0,42.8769951,-85.5220893,26081
26081012300,2020,1452.0,1067.0,1067.0,1427.0,42.9556321,-85.6056635,26081
26081012400,2020,1579.0,2853.0,2853.0,1548.0,42.9471491,-85.621203,26081
26081012500,2020,2083.0,182.0,182.0,2040.0,42.9373853,-85.6055809,26081
26081012604,2020,3145.0,7010.0,7010.0,3099.0,42.8723714,-85.5788732,26081
26081012605,2020,1404.0,6120.0,6120.0,1367.0,42.9315187,-85.5659436,26081
26081012608,2020,1828.0,25258.0,25258.0,1794.0,42.8962647,-85.5574079,26081
26081012609,2020,1114.0,311.0,311.0,1098.0,42.9236578,-85.5764816,26081
26081012610,2020,1112.0,4313.0,4313.0,1086.0,42.9185085,-85.56417,26081
26081012611,2020,1189.0,2368.0,2368.0,1170.0,42.9069514,-85.5993962,26081
26081012612,2020,1339.0,210.0,210.0,1310.0,42.8911147,-85.5936899,26081
26081012702,2020,2241.0,47.0,47.0,2201.0,42.8616316,-85.6083829,26081
26081012703,2020,2158.0,1616.0,1616.0,2117.0,42.8620021,-85.6349965,26081
26081012704,2020,912.0,776.0,776.0,897.0,42.8782516,-85.6008458,26081
26081012705,2020,2029.0,1205.0,1205.0,2000.0,42.8750935,-85.619304,26081
26081012800,2020,2085.0,157.0,157.0,2039.0,42.8746165,-85.6358661,26081
26081012901,2020,2319.0,1032.0,1032.0,2269.0,42.8777853,-85.6553417,26081
26081012902,2020,2248.0,384.0,384.0,2213.0,42.8617379,-85.6526186,26081
26081013000,2020,1732.0,6731.0,6731.0,1710.0,42.9182503,-85.749863,26081
26081013100,2020,2437.0,2680.0,2680.0,2414.0,42.8908234,-85.7693652,26081
26081013200,2020,3036.0,5410.0,5410.0,2993.0,42.8944603,-85.745994,26081
26081013300,2020,2059.0,887.0,887.0,2025.0,42.9341936,-85.6968587,26081
26081013400,2020,2462.0,3377.0,3377.0,2424.0,42.9274,-85.7203338,26081
26081013500,2020,1910.0,1707.0,1707.0,1878.0,42.9202666,-85.6935,26081
26081013600,2020,1038.0,2309.0,2309.0,1026.0,42.9097824,-85.6719587,26081
26081013700,2020,3088.0,1835.0,1835.0,3048.0,42.9061533,-85.6911967,26081
26081013801,2020,757.0,1291.0,1291.0,746.0,42.9061675,-85.7302153,26081
26081013803,2020,1397.0,243.0,243.0,1371.0,42.9107216,-85.7165051,26081
26081013804,2020,1680.0,516.0,516.0,1661.0,42.9037153,-85.7138228,26081
26081013900,2020,2994.0,376.0,376.0,2955.0,42.8918464,-85.7214316,26081
26081014000,2020,3169.0,696.0,696.0,3120.0,42.8916789,-85.6918312,26081
26081014100,2020,939.0,1412.0,1412.0,919.0,42.8910862,-85.6720539,26081
26081014200,2020,1794.0,7351.0,7351.0,1771.0,42.8980703,-85.6549544,26081
26081014300,2020,1424.0,5579.0,5579.0,1402.0,42.8705185,-85.6724366,26081
26081014503,2020,3118.0,1155.0,1155.0,3071.0,42.8666771,-85.7528963,26081
26081014504,2020,2354.0,666.0,666.0,2311.0,42.8695434,-85.7262006,26081
26081014505,2020,2155.0,12188.0,12188.0,2118.0,42.8660764,-85.696178,26081
26081014506,2020,1221.0,369.0,369.0,1203.0,42.8809118,-85.7117133,26081
26081014603,2020,2081.0,523.0,523.0,2047.0,42.8340559,-85.7477756,26081
26081014604,2020,2035.0,2125.0,2125.0,2002.0,42.8380816,-85.6907132,26081
26081014605,2020,2861.0,5732.0,5732.0,2822.0,42.7903925,-85.7333853,26081
26081014606,2020,2373.0,1570.0,1570.0,2347.0,42.8144397,-85.7197863,26081
26081014701,2020,2008.0,4519.0,4519.0,1988.0,42.8412855,-85.6702447,26081
26081014703,2020,2115.0,187.0,187.0,2088.0,42.8477989,-85.6541309,26081
26081014704,2020,1382.0,1436.0,1436.0,1359.0,42.8336665,-85.6565705,26081
26081014803,2020,1706.0,411.0,411.0,1674.0,42.7900949,-85.6047898,26081
26081014805,2020,3463.0,902.0,902.0,3398.0,42.8278175,-85.6264339,26081
26081014806,2020,2651.0,405.0,405.0,2605.0,42.8200445,-85.4527853,26081
26081014808,2020,1036.0,2084.0,2084.0,1020.0,42.8345465,-85.5585986,26081
26081014809,2020,2749.0,1600.0,1600.0,2686.0,42.8516851,-85.6095861,26081
26081014810,2020,2614.0,1461.0,1461.0,2570.0,42.800723,-85.5177332,26081
26081014811,2020,1464.0,5675.0,5675.0,1431.0,42.8342385,-85.5164207,26081
26083000100,2020,622.0,319.0,319.0,582.0,47.365372,-88.0630488,26083
26083980100,2020,20.0,0.0,0.0,10.0,48.0011521,-88.8610444,26083
26085960100,2020,566.0,95.0,95.0,552.0,44.0675991,-85.9446973,26085
26085961100,2020,1158.0,733.0,733.0,1115.0,43.8598819,-85.7210355,26085
26085961200,2020,636.0,533.0,533.0,619.0,43.8789608,-85.9435238,26085
26085961300,2020,884.0,167.0,167.0,872.0,44.0403465,-85.6978221,26085
26087330000,2020,1420.0,207.0,207.0,1413.0,43.1744062,-83.045377,26087
26087330500,2020,1103.0,234.0,234.0,1088.0,43.2784518,-83.2310074,26087
26087331000,2020,650.0,9.0,9.0,649.0,43.2046681,-83.4014251,26087
26087331500,2020,1055.0,70.0,70.0,1049.0,43.1797117,-83.3729738,26087
26087332000,2020,2071.0,379.0,379.0,2048.0,43.1914343,-83.2889514,26087
26087332500,2020,1428.0,721.0,721.0,1417.0,43.1972032,-83.1797099,26087
26087333000,2020,1219.0,111.0,111.0,1202.0,43.1066964,-83.1654046,26087
26087333500,2020,2012.0,230.0,230.0,1983.0,43.1063831,-83.2736599,26087
26087334000,2020,906.0,1044.0,1044.0,898.0,43.1089953,-83.3256445,26087
26087334500,2020,919.0,74.0,74.0,909.0,43.1029619,-83.3769454,26087
26087336000,2020,1804.0,693.0,693.0,1783.0,43.0159274,-83.3923247,26087
26087336500,2020,172.0,298.0,298.0,165.0,43.034784,-83.3490585,26087
26087337000,2020,1133.0,3375.0,3375.0,1122.0,43.0469521,-83.3397943,26087
26087337500,2020,1714.0,3652.0,3652.0,1700.0,43.0503977,-83.3066363,26087
26087338000,2020,1887.0,660.0,660.0,1878.0,43.0058113,-83.2713508,26087
26087338500,2020,1884.0,210.0,210.0,1866.0,43.0243949,-83.1609821,26087
26087339000,2020,1303.0,528.0,528.0,1291.0,43.024482,-83.0452767,26087
26087339500,2020,1413.0,2246.0,2246.0,1392.0,43.017052,-83.0770981,26087
26087340000,2020,1783.0,674.0,674.0,1763.0,42.9302353,-83.0399916,26087
26087340500,2020,1346.0,413.0,413.0,1333.0,42.9208364,-83.0434891,26087
26087341000,2020,2003.0,316.0,316.0,1989.0,42.9375716,-83.1740292,26087
26087341500,2020,1658.0,700.0,700.0,1642.0,42.9347597,-83.2736023,26087
26087342000,2020,1736.0,182.0,182.0,1725.0,42.9263728,-83.3912341,26087
26087342100,2020,1263.0,82.0,82.0,1249.0,43.0931098,-83.42843,26087
26089970100,2020,530.0,370.0,370.0,516.0,45.1556865,-85.6050983,26089
26089970201,2020,883.0,1800.0,1800.0,864.0,44.972708,-85.6061967,26089
26089970202,2020,870.0,708.0,708.0,857.0,44.9227083,-85.672757,26089
26089970300,2020,891.0,662.0,662.0,867.0,45.1408188,-85.9882955,26089
26089970400,2020,390.0,778.0,778.0,380.0,44.8890264,-86.0527876,26089
26089970501,2020,1038.0,255.0,255.0,1018.0,44.8578453,-85.7909112,26089
26089970502,2020,847.0,374.0,374.0,830.0,44.9032922,-85.913222,26089
26089970601,2020,1430.0,1154.0,1154.0,1402.0,44.8139874,-85.678993,26089
26089970602,2020,478.0,77.0,77.0,458.0,44.81566,-85.6442605,26089
26091060100,2020,1244.0,240.0,240.0,1131.0,42.006576,-83.8373173,26091
26091060301,2020,1544.0,269.0,269.0,1416.0,42.0230299,-84.0734852,26091
26091060302,2020,1461.0,620.0,620.0,1341.0,42.036985,-84.198115,26091
26091060401,2020,1314.0,652.0,652.0,1217.0,42.0357425,-84.3067637,26091
26091060402,2020,1147.0,168.0,168.0,1017.0,41.936073,-84.2998007,26091
